,taxon,structural_zero (Microcompartment = Endosphere),structural_zero (Microcompartment = Phyllosphere),structural_zero (Microcompartment = Rhizosphere)
3265,ASV4000,FALSE,TRUE,FALSE
3266,ASV4001,TRUE,FALSE,FALSE
3267,ASV4002,TRUE,FALSE,TRUE
3268,ASV4003,TRUE,FALSE,TRUE
3269,ASV4004,TRUE,FALSE,FALSE
3270,ASV4005,TRUE,FALSE,FALSE
3271,ASV4006,TRUE,TRUE,FALSE
3272,ASV4007,TRUE,FALSE,FALSE
3273,ASV4008,TRUE,FALSE,FALSE
3274,ASV4009,TRUE,FALSE,FALSE
3275,ASV4010,TRUE,FALSE,TRUE
3276,ASV4011,TRUE,TRUE,FALSE
3277,ASV4013,TRUE,FALSE,TRUE
3278,ASV4014,TRUE,TRUE,FALSE
3279,ASV4015,FALSE,FALSE,FALSE
3280,ASV4016,TRUE,TRUE,FALSE
3281,ASV4017,TRUE,TRUE,FALSE
3282,ASV4018,TRUE,FALSE,FALSE
3283,ASV4021,TRUE,TRUE,FALSE
3284,ASV4022,FALSE,TRUE,FALSE
3285,ASV4023,TRUE,TRUE,FALSE
3286,ASV4024,TRUE,TRUE,FALSE
3287,ASV4025,FALSE,TRUE,FALSE
3288,ASV4027,TRUE,TRUE,FALSE
3289,ASV4029,FALSE,TRUE,FALSE
3290,ASV4031,TRUE,FALSE,TRUE
3291,ASV4032,TRUE,FALSE,TRUE
3292,ASV4033,TRUE,FALSE,FALSE
3293,ASV4034,TRUE,FALSE,TRUE
3294,ASV4035,TRUE,FALSE,FALSE
3295,ASV4036,TRUE,FALSE,FALSE
3296,ASV4037,TRUE,FALSE,FALSE
3297,ASV4038,TRUE,FALSE,FALSE
3298,ASV4039,TRUE,FALSE,FALSE
3299,ASV4040,TRUE,FALSE,FALSE
3300,ASV4041,TRUE,TRUE,FALSE
3301,ASV4042,TRUE,TRUE,FALSE
3302,ASV4043,TRUE,FALSE,FALSE
3303,ASV4045,FALSE,TRUE,FALSE
3304,ASV4046,TRUE,TRUE,FALSE
3305,ASV4047,TRUE,FALSE,FALSE
3306,ASV4050,TRUE,FALSE,FALSE
3307,ASV4053,FALSE,FALSE,FALSE
3308,ASV4054,TRUE,FALSE,TRUE
3309,ASV4055,TRUE,FALSE,FALSE
3310,ASV4056,TRUE,FALSE,FALSE
3311,ASV4057,TRUE,FALSE,FALSE
3312,ASV4058,TRUE,FALSE,TRUE
3313,ASV4059,TRUE,FALSE,TRUE
3314,ASV4060,TRUE,FALSE,TRUE
3315,ASV4061,FALSE,FALSE,TRUE
3316,ASV4062,TRUE,FALSE,TRUE
3317,ASV4063,TRUE,TRUE,FALSE
3318,ASV4064,TRUE,FALSE,TRUE
3319,ASV4065,TRUE,FALSE,TRUE
3320,ASV4066,TRUE,FALSE,TRUE
3321,ASV4067,FALSE,TRUE,FALSE
3322,ASV4068,FALSE,TRUE,FALSE
3323,ASV4070,TRUE,TRUE,FALSE
3324,ASV4071,FALSE,TRUE,FALSE
3325,ASV4072,FALSE,FALSE,FALSE
3326,ASV4073,FALSE,TRUE,TRUE
3327,ASV4075,FALSE,TRUE,TRUE
3328,ASV4076,TRUE,FALSE,TRUE
3329,ASV4077,TRUE,FALSE,TRUE
3330,ASV4078,TRUE,FALSE,TRUE
3331,ASV4081,TRUE,FALSE,TRUE
3332,ASV4082,TRUE,FALSE,TRUE
3333,ASV4083,TRUE,FALSE,FALSE
3334,ASV4085,FALSE,TRUE,FALSE
3335,ASV4086,TRUE,FALSE,TRUE
3336,ASV4087,TRUE,FALSE,TRUE
3337,ASV4089,TRUE,FALSE,TRUE
3338,ASV4090,TRUE,TRUE,FALSE
3339,ASV4091,TRUE,TRUE,FALSE
3340,ASV4092,TRUE,TRUE,FALSE
3341,ASV4093,FALSE,FALSE,TRUE
3342,ASV4094,TRUE,TRUE,FALSE
3343,ASV4095,TRUE,TRUE,FALSE
3344,ASV4097,TRUE,TRUE,FALSE
3345,ASV4098,TRUE,TRUE,FALSE
3346,ASV4099,FALSE,TRUE,FALSE
3347,ASV4100,TRUE,TRUE,FALSE
3348,ASV4101,TRUE,FALSE,FALSE
3349,ASV4102,TRUE,FALSE,FALSE
3350,ASV4103,TRUE,FALSE,TRUE
3351,ASV4105,TRUE,FALSE,TRUE
3352,ASV4106,TRUE,FALSE,TRUE
3353,ASV4107,TRUE,FALSE,TRUE
3354,ASV4108,TRUE,FALSE,TRUE
3355,ASV4109,TRUE,FALSE,FALSE
3356,ASV4110,TRUE,FALSE,FALSE
3357,ASV4111,TRUE,FALSE,TRUE
3358,ASV4112,FALSE,FALSE,FALSE
3359,ASV4114,TRUE,FALSE,FALSE
3360,ASV4115,TRUE,TRUE,FALSE
3361,ASV4116,TRUE,FALSE,FALSE
3362,ASV4118,TRUE,FALSE,FALSE
3363,ASV4121,TRUE,TRUE,FALSE
3364,ASV4122,TRUE,FALSE,TRUE
3365,ASV4123,TRUE,FALSE,TRUE
3366,ASV4124,TRUE,FALSE,FALSE
3367,ASV4128,TRUE,FALSE,TRUE
3368,ASV4130,TRUE,FALSE,TRUE
3369,ASV4131,TRUE,FALSE,FALSE
3370,ASV4132,TRUE,TRUE,FALSE
3371,ASV4133,TRUE,TRUE,FALSE
3372,ASV4135,TRUE,FALSE,TRUE
3373,ASV4136,TRUE,TRUE,FALSE
3374,ASV4138,TRUE,TRUE,FALSE
3375,ASV4139,FALSE,TRUE,FALSE
3376,ASV4141,TRUE,TRUE,FALSE
3377,ASV4142,TRUE,FALSE,FALSE
3378,ASV4143,FALSE,TRUE,FALSE
3379,ASV4144,TRUE,FALSE,TRUE
3380,ASV4145,TRUE,FALSE,TRUE
3381,ASV4146,TRUE,FALSE,FALSE
3382,ASV4148,TRUE,FALSE,TRUE
3383,ASV4149,TRUE,FALSE,FALSE
3384,ASV4151,TRUE,TRUE,FALSE
3385,ASV4152,TRUE,TRUE,FALSE
3386,ASV4153,TRUE,TRUE,FALSE
3387,ASV4154,TRUE,FALSE,TRUE
3388,ASV4155,TRUE,FALSE,TRUE
3389,ASV4156,TRUE,TRUE,FALSE
3390,ASV4157,FALSE,TRUE,FALSE
3391,ASV4158,TRUE,TRUE,FALSE
3392,ASV4161,TRUE,TRUE,FALSE
3393,ASV4163,TRUE,TRUE,FALSE
3394,ASV4165,TRUE,FALSE,FALSE
3395,ASV4167,FALSE,FALSE,FALSE
3396,ASV4170,TRUE,FALSE,FALSE
3397,ASV4171,TRUE,FALSE,TRUE
3398,ASV4172,TRUE,FALSE,TRUE
3399,ASV4173,TRUE,FALSE,TRUE
3400,ASV4174,TRUE,FALSE,TRUE
3401,ASV4175,TRUE,TRUE,FALSE
3402,ASV4176,TRUE,FALSE,FALSE
3403,ASV4177,TRUE,TRUE,FALSE
3404,ASV4178,TRUE,TRUE,FALSE
3405,ASV4179,TRUE,TRUE,FALSE
3406,ASV4180,TRUE,FALSE,FALSE
3407,ASV4181,TRUE,TRUE,FALSE
3408,ASV4182,TRUE,TRUE,FALSE
3409,ASV4183,TRUE,TRUE,FALSE
3410,ASV4184,FALSE,TRUE,FALSE
3411,ASV4185,TRUE,TRUE,FALSE
3412,ASV4186,TRUE,TRUE,FALSE
3413,ASV4187,TRUE,FALSE,FALSE
3414,ASV4188,TRUE,FALSE,TRUE
3415,ASV4189,TRUE,FALSE,TRUE
3416,ASV4191,TRUE,FALSE,TRUE
3417,ASV4192,TRUE,FALSE,TRUE
3418,ASV4193,TRUE,FALSE,TRUE
3419,ASV4194,TRUE,FALSE,TRUE
3420,ASV4195,TRUE,FALSE,TRUE
3421,ASV4196,FALSE,FALSE,TRUE
3422,ASV4197,TRUE,FALSE,TRUE
3423,ASV4198,TRUE,FALSE,FALSE
3424,ASV4200,TRUE,TRUE,FALSE
3425,ASV4201,TRUE,FALSE,FALSE
3426,ASV4202,TRUE,FALSE,FALSE
3427,ASV4203,TRUE,TRUE,FALSE
3428,ASV4204,TRUE,TRUE,FALSE
3429,ASV4206,FALSE,FALSE,TRUE
3430,ASV4207,FALSE,FALSE,FALSE
3431,ASV4209,TRUE,FALSE,TRUE
3432,ASV4210,TRUE,FALSE,TRUE
3433,ASV4211,TRUE,FALSE,TRUE
3434,ASV4212,TRUE,FALSE,FALSE
3435,ASV4213,TRUE,FALSE,TRUE
3436,ASV4214,TRUE,FALSE,TRUE
3437,ASV4215,FALSE,FALSE,TRUE
3438,ASV4216,TRUE,FALSE,FALSE
3439,ASV4217,TRUE,FALSE,FALSE
3440,ASV4219,TRUE,TRUE,FALSE
3441,ASV4220,FALSE,TRUE,FALSE
3442,ASV4221,TRUE,FALSE,FALSE
3443,ASV4222,TRUE,FALSE,TRUE
3444,ASV4223,TRUE,FALSE,TRUE
3445,ASV4224,TRUE,FALSE,TRUE
3446,ASV4225,TRUE,TRUE,FALSE
3447,ASV4226,TRUE,TRUE,FALSE
3448,ASV4228,TRUE,TRUE,FALSE
3449,ASV4229,FALSE,TRUE,FALSE
3450,ASV4230,FALSE,TRUE,FALSE
3451,ASV4231,TRUE,FALSE,FALSE
3452,ASV4232,TRUE,FALSE,FALSE
3453,ASV4233,TRUE,TRUE,FALSE
3454,ASV4234,TRUE,FALSE,FALSE
3455,ASV4235,TRUE,TRUE,FALSE
3456,ASV4236,TRUE,TRUE,FALSE
3457,ASV4237,FALSE,FALSE,TRUE
3458,ASV4238,FALSE,FALSE,TRUE
3459,ASV4240,TRUE,FALSE,TRUE
3460,ASV4241,TRUE,FALSE,FALSE
3461,ASV4242,TRUE,FALSE,TRUE
3462,ASV4244,TRUE,FALSE,FALSE
3463,ASV4245,TRUE,FALSE,FALSE
3464,ASV4246,TRUE,FALSE,FALSE
3465,ASV4247,TRUE,TRUE,FALSE
3466,ASV4248,TRUE,FALSE,FALSE
3467,ASV4249,TRUE,FALSE,FALSE
3468,ASV4251,TRUE,FALSE,FALSE
3469,ASV4253,TRUE,FALSE,FALSE
3470,ASV4255,TRUE,TRUE,FALSE
3471,ASV4256,TRUE,TRUE,FALSE
3472,ASV4257,TRUE,TRUE,FALSE
3473,ASV4258,TRUE,TRUE,FALSE
3474,ASV4259,TRUE,TRUE,FALSE
3475,ASV4260,TRUE,FALSE,TRUE
3476,ASV4263,TRUE,FALSE,FALSE
3477,ASV4264,TRUE,FALSE,TRUE
3478,ASV4265,TRUE,FALSE,TRUE
3479,ASV4266,TRUE,FALSE,TRUE
3480,ASV4268,FALSE,TRUE,FALSE
3481,ASV4269,TRUE,FALSE,FALSE
3482,ASV4270,TRUE,TRUE,FALSE
3483,ASV4271,TRUE,TRUE,FALSE
3484,ASV4272,TRUE,TRUE,FALSE
3485,ASV4273,TRUE,FALSE,FALSE
3486,ASV4276,TRUE,FALSE,FALSE
3487,ASV4277,FALSE,TRUE,FALSE
3488,ASV4279,FALSE,TRUE,TRUE
3489,ASV4280,FALSE,FALSE,TRUE
3490,ASV4281,TRUE,FALSE,TRUE
3491,ASV4283,TRUE,FALSE,FALSE
3492,ASV4284,TRUE,FALSE,TRUE
3493,ASV4285,TRUE,FALSE,TRUE
3494,ASV4287,TRUE,FALSE,TRUE
3495,ASV4288,TRUE,FALSE,TRUE
3496,ASV4289,TRUE,FALSE,FALSE
3497,ASV4290,TRUE,FALSE,TRUE
3498,ASV4291,TRUE,FALSE,FALSE
3499,ASV4292,FALSE,TRUE,FALSE
3500,ASV4293,TRUE,TRUE,FALSE
3501,ASV4294,FALSE,FALSE,TRUE
3502,ASV4296,TRUE,FALSE,FALSE
3503,ASV4297,TRUE,TRUE,FALSE
3504,ASV4299,FALSE,TRUE,FALSE
3505,ASV4300,TRUE,TRUE,FALSE
3506,ASV4301,FALSE,TRUE,FALSE
3507,ASV4304,TRUE,FALSE,TRUE
3508,ASV4305,TRUE,FALSE,TRUE
3509,ASV4307,TRUE,TRUE,FALSE
3510,ASV4309,TRUE,FALSE,FALSE
3511,ASV4310,TRUE,FALSE,TRUE
3512,ASV4311,TRUE,FALSE,FALSE
3513,ASV4312,TRUE,FALSE,FALSE
3514,ASV4313,TRUE,FALSE,TRUE
3515,ASV4314,FALSE,TRUE,TRUE
3516,ASV4316,TRUE,TRUE,FALSE
3517,ASV4317,TRUE,FALSE,FALSE
3518,ASV4318,TRUE,TRUE,FALSE
3519,ASV4319,TRUE,TRUE,FALSE
3520,ASV4320,TRUE,TRUE,FALSE
3521,ASV4321,TRUE,TRUE,FALSE
3522,ASV4322,FALSE,TRUE,FALSE
3523,ASV4324,TRUE,TRUE,FALSE
3524,ASV4325,FALSE,FALSE,FALSE
3525,ASV4326,TRUE,FALSE,TRUE
3526,ASV4327,TRUE,FALSE,TRUE
3527,ASV4328,TRUE,FALSE,TRUE
3528,ASV4329,FALSE,FALSE,FALSE
3529,ASV4330,TRUE,FALSE,TRUE
3530,ASV4331,TRUE,FALSE,TRUE
3531,ASV4332,TRUE,FALSE,TRUE
3532,ASV4333,TRUE,FALSE,TRUE
3533,ASV4334,TRUE,FALSE,TRUE
3534,ASV4335,TRUE,TRUE,FALSE
3535,ASV4336,TRUE,TRUE,FALSE
3536,ASV4337,TRUE,FALSE,FALSE
3537,ASV4338,TRUE,FALSE,FALSE
3538,ASV4341,TRUE,TRUE,FALSE
3539,ASV4343,TRUE,TRUE,FALSE
3540,ASV4344,FALSE,TRUE,FALSE
3541,ASV4345,FALSE,TRUE,FALSE
3542,ASV4346,TRUE,FALSE,TRUE
3543,ASV4347,TRUE,FALSE,TRUE
3544,ASV4348,TRUE,FALSE,TRUE
3545,ASV4349,FALSE,TRUE,FALSE
3546,ASV4350,FALSE,TRUE,FALSE
3547,ASV4351,TRUE,FALSE,FALSE
3548,ASV4352,TRUE,TRUE,FALSE
3549,ASV4353,FALSE,TRUE,FALSE
3550,ASV4354,TRUE,TRUE,FALSE
3551,ASV4355,FALSE,TRUE,TRUE
3552,ASV4356,FALSE,TRUE,TRUE
3553,ASV4357,TRUE,FALSE,FALSE
3554,ASV4359,TRUE,TRUE,FALSE
3555,ASV4361,TRUE,TRUE,FALSE
3556,ASV4362,TRUE,FALSE,FALSE
3557,ASV4364,TRUE,FALSE,FALSE
3558,ASV4365,TRUE,TRUE,FALSE
3559,ASV4366,TRUE,TRUE,FALSE
3560,ASV4367,TRUE,FALSE,FALSE
3561,ASV4369,TRUE,FALSE,FALSE
3562,ASV4371,TRUE,FALSE,FALSE
3563,ASV4372,TRUE,FALSE,TRUE
3564,ASV4373,TRUE,FALSE,TRUE
3565,ASV4374,TRUE,FALSE,TRUE
3566,ASV4375,TRUE,FALSE,TRUE
3567,ASV4376,TRUE,FALSE,TRUE
3568,ASV4377,TRUE,FALSE,TRUE
3569,ASV4378,TRUE,FALSE,TRUE
3570,ASV4379,TRUE,FALSE,TRUE
3571,ASV4380,TRUE,FALSE,TRUE
3572,ASV4381,TRUE,FALSE,TRUE
3573,ASV4382,TRUE,FALSE,FALSE
3574,ASV4383,TRUE,FALSE,TRUE
3575,ASV4385,TRUE,FALSE,TRUE
3576,ASV4387,TRUE,TRUE,FALSE
3577,ASV4389,TRUE,FALSE,TRUE
3578,ASV4390,TRUE,FALSE,TRUE
3579,ASV4391,FALSE,TRUE,TRUE
3580,ASV4392,FALSE,TRUE,TRUE
3581,ASV4393,FALSE,TRUE,FALSE
3582,ASV4395,TRUE,TRUE,FALSE
3583,ASV4397,TRUE,FALSE,FALSE
3584,ASV4398,FALSE,FALSE,TRUE
3585,ASV4399,TRUE,FALSE,TRUE
3586,ASV4400,TRUE,FALSE,TRUE
3587,ASV4401,TRUE,FALSE,TRUE
3588,ASV4403,TRUE,FALSE,FALSE
3589,ASV4404,TRUE,FALSE,TRUE
3590,ASV4405,TRUE,FALSE,TRUE
3591,ASV4406,TRUE,FALSE,TRUE
3592,ASV4407,TRUE,FALSE,TRUE
3593,ASV4408,TRUE,TRUE,FALSE
3594,ASV4410,TRUE,TRUE,FALSE
3595,ASV4411,FALSE,FALSE,TRUE
3596,ASV4413,TRUE,TRUE,FALSE
3597,ASV4414,TRUE,TRUE,FALSE
3598,ASV4416,TRUE,TRUE,FALSE
3599,ASV4419,TRUE,TRUE,FALSE
3600,ASV4422,TRUE,FALSE,FALSE
3601,ASV4423,TRUE,FALSE,FALSE
3602,ASV4424,FALSE,FALSE,TRUE
3603,ASV4425,FALSE,FALSE,FALSE
3604,ASV4426,FALSE,TRUE,TRUE
3605,ASV4428,TRUE,FALSE,FALSE
3606,ASV4429,TRUE,FALSE,FALSE
3607,ASV4430,TRUE,FALSE,TRUE
3608,ASV4432,TRUE,FALSE,TRUE
3609,ASV4433,TRUE,FALSE,FALSE
3610,ASV4434,TRUE,FALSE,FALSE
3611,ASV4436,TRUE,TRUE,FALSE
3612,ASV4437,TRUE,TRUE,FALSE
3613,ASV4438,TRUE,FALSE,TRUE
3614,ASV4439,TRUE,FALSE,TRUE
3615,ASV4440,TRUE,FALSE,TRUE
3616,ASV4442,FALSE,TRUE,TRUE
3617,ASV4443,TRUE,TRUE,FALSE
3618,ASV4444,TRUE,TRUE,FALSE
3619,ASV4446,TRUE,TRUE,FALSE
3620,ASV4447,TRUE,TRUE,FALSE
3621,ASV4448,FALSE,FALSE,TRUE
3622,ASV4449,TRUE,FALSE,TRUE
3623,ASV4450,TRUE,FALSE,TRUE
3624,ASV4452,TRUE,FALSE,TRUE
3625,ASV4455,TRUE,FALSE,FALSE
3626,ASV4457,FALSE,TRUE,FALSE
3627,ASV4459,TRUE,FALSE,TRUE
3628,ASV4460,TRUE,FALSE,TRUE
3629,ASV4461,TRUE,TRUE,FALSE
3630,ASV4462,TRUE,TRUE,FALSE
3631,ASV4463,FALSE,FALSE,FALSE
3632,ASV4464,TRUE,FALSE,FALSE
3633,ASV4465,TRUE,FALSE,FALSE
3634,ASV4468,FALSE,FALSE,FALSE
3635,ASV4469,FALSE,TRUE,FALSE
3636,ASV4470,TRUE,TRUE,FALSE
3637,ASV4472,TRUE,TRUE,FALSE
3638,ASV4474,TRUE,FALSE,TRUE
3639,ASV4475,TRUE,FALSE,FALSE
3640,ASV4476,TRUE,FALSE,TRUE
3641,ASV4477,TRUE,FALSE,TRUE
3642,ASV4478,TRUE,FALSE,TRUE
3643,ASV4479,TRUE,FALSE,FALSE
3644,ASV4480,TRUE,FALSE,FALSE
3645,ASV4482,TRUE,FALSE,FALSE
3646,ASV4483,TRUE,FALSE,FALSE
3647,ASV4484,TRUE,FALSE,TRUE
3648,ASV4485,TRUE,FALSE,TRUE
3649,ASV4486,TRUE,TRUE,FALSE
3650,ASV4487,FALSE,TRUE,TRUE
3651,ASV4489,TRUE,FALSE,FALSE
3652,ASV4490,TRUE,TRUE,FALSE
3653,ASV4491,TRUE,FALSE,FALSE
3654,ASV4492,TRUE,TRUE,FALSE
3655,ASV4493,TRUE,FALSE,FALSE
3656,ASV4494,TRUE,TRUE,FALSE
3657,ASV4495,TRUE,TRUE,FALSE
3658,ASV4496,TRUE,TRUE,FALSE
3659,ASV4497,TRUE,TRUE,FALSE
3660,ASV4499,TRUE,TRUE,FALSE
3661,ASV4500,TRUE,FALSE,FALSE
3662,ASV4501,TRUE,FALSE,TRUE
3663,ASV4502,TRUE,FALSE,FALSE
3664,ASV4503,TRUE,FALSE,FALSE
3665,ASV4505,TRUE,FALSE,TRUE
3666,ASV4506,TRUE,FALSE,FALSE
3667,ASV4507,TRUE,TRUE,FALSE
3668,ASV4508,TRUE,FALSE,TRUE
3669,ASV4509,TRUE,FALSE,TRUE
3670,ASV4510,TRUE,FALSE,TRUE
3671,ASV4511,TRUE,FALSE,TRUE
3672,ASV4512,TRUE,FALSE,TRUE
3673,ASV4513,TRUE,FALSE,TRUE
3674,ASV4514,TRUE,FALSE,TRUE
3675,ASV4515,TRUE,FALSE,TRUE
3676,ASV4516,FALSE,TRUE,TRUE
3677,ASV4518,TRUE,TRUE,FALSE
3678,ASV4520,TRUE,FALSE,FALSE
3679,ASV4521,TRUE,FALSE,FALSE
3680,ASV4522,TRUE,TRUE,FALSE
3681,ASV4525,TRUE,TRUE,FALSE
3682,ASV4526,TRUE,TRUE,FALSE
3683,ASV4527,TRUE,FALSE,FALSE
3684,ASV4528,TRUE,TRUE,FALSE
3685,ASV4529,TRUE,FALSE,FALSE
3686,ASV4530,TRUE,FALSE,FALSE
3687,ASV4531,FALSE,TRUE,TRUE
3688,ASV4532,FALSE,TRUE,TRUE
3689,ASV4533,FALSE,FALSE,FALSE
3690,ASV4534,TRUE,FALSE,FALSE
3691,ASV4535,TRUE,FALSE,TRUE
3692,ASV4537,TRUE,FALSE,TRUE
3693,ASV4538,TRUE,FALSE,TRUE
3694,ASV4539,TRUE,FALSE,TRUE
3695,ASV4541,TRUE,FALSE,FALSE
3696,ASV4543,TRUE,FALSE,TRUE
3697,ASV4544,TRUE,TRUE,FALSE
3698,ASV4545,TRUE,TRUE,FALSE
3699,ASV4546,TRUE,TRUE,FALSE
3700,ASV4549,TRUE,TRUE,FALSE
3701,ASV4550,TRUE,FALSE,FALSE
3702,ASV4551,TRUE,TRUE,FALSE
3703,ASV4554,FALSE,TRUE,FALSE
3704,ASV4555,TRUE,FALSE,FALSE
3705,ASV4556,FALSE,TRUE,FALSE
3706,ASV4557,FALSE,TRUE,FALSE
3707,ASV4558,TRUE,FALSE,TRUE
3708,ASV4559,TRUE,FALSE,FALSE
3709,ASV4560,TRUE,FALSE,FALSE
3710,ASV4561,TRUE,FALSE,TRUE
3711,ASV4562,TRUE,FALSE,TRUE
3712,ASV4563,TRUE,FALSE,TRUE
3713,ASV4564,TRUE,FALSE,FALSE
3714,ASV4566,TRUE,FALSE,FALSE
3715,ASV4567,TRUE,FALSE,TRUE
3716,ASV4568,TRUE,FALSE,TRUE
3717,ASV4569,TRUE,TRUE,FALSE
3718,ASV4570,TRUE,TRUE,FALSE
3719,ASV4571,TRUE,TRUE,FALSE
3720,ASV4572,TRUE,TRUE,FALSE
3721,ASV4573,TRUE,FALSE,TRUE
3722,ASV4575,TRUE,TRUE,FALSE
3723,ASV4577,TRUE,FALSE,FALSE
3724,ASV4578,TRUE,TRUE,FALSE
3725,ASV4579,TRUE,TRUE,FALSE
3726,ASV4580,TRUE,TRUE,FALSE
3727,ASV4581,FALSE,TRUE,TRUE
3728,ASV4583,TRUE,FALSE,TRUE
3729,ASV4584,TRUE,FALSE,TRUE
3730,ASV4585,TRUE,FALSE,TRUE
3731,ASV4586,TRUE,FALSE,TRUE
3732,ASV4587,TRUE,FALSE,TRUE
3733,ASV4588,TRUE,FALSE,FALSE
3734,ASV4589,FALSE,TRUE,FALSE
3735,ASV4590,TRUE,TRUE,FALSE
3736,ASV4591,TRUE,FALSE,TRUE
3737,ASV4592,TRUE,FALSE,TRUE
3738,ASV4593,TRUE,FALSE,FALSE
3739,ASV4594,TRUE,FALSE,TRUE
3740,ASV4595,TRUE,FALSE,FALSE
3741,ASV4596,FALSE,TRUE,FALSE
3742,ASV4597,TRUE,FALSE,TRUE
3743,ASV4598,FALSE,TRUE,TRUE
3744,ASV4599,FALSE,TRUE,FALSE
3745,ASV4600,TRUE,TRUE,FALSE
3746,ASV4602,TRUE,FALSE,FALSE
3747,ASV4603,FALSE,FALSE,FALSE
3748,ASV4604,TRUE,FALSE,FALSE
3749,ASV4606,TRUE,FALSE,FALSE
3750,ASV4607,TRUE,FALSE,FALSE
3751,ASV4608,TRUE,FALSE,TRUE
3752,ASV4609,TRUE,FALSE,TRUE
3753,ASV4611,TRUE,FALSE,TRUE
3754,ASV4613,TRUE,FALSE,FALSE
3755,ASV4614,TRUE,FALSE,FALSE
3756,ASV4615,TRUE,FALSE,FALSE
3757,ASV4616,TRUE,FALSE,TRUE
3758,ASV4617,TRUE,FALSE,FALSE
3759,ASV4618,TRUE,FALSE,TRUE
3760,ASV4620,TRUE,FALSE,TRUE
3761,ASV4621,TRUE,FALSE,TRUE
3762,ASV4622,FALSE,TRUE,TRUE
3763,ASV4623,TRUE,TRUE,FALSE
3764,ASV4624,TRUE,TRUE,FALSE
3765,ASV4628,TRUE,TRUE,FALSE
3766,ASV4629,TRUE,TRUE,FALSE
3767,ASV4631,TRUE,TRUE,FALSE
3768,ASV4632,FALSE,FALSE,FALSE
3769,ASV4633,TRUE,FALSE,TRUE
3770,ASV4635,TRUE,FALSE,TRUE
3771,ASV4637,TRUE,FALSE,TRUE
3772,ASV4638,TRUE,FALSE,TRUE
3773,ASV4639,TRUE,TRUE,FALSE
3774,ASV4640,TRUE,FALSE,TRUE
3775,ASV4641,TRUE,FALSE,TRUE
3776,ASV4642,TRUE,FALSE,TRUE
3777,ASV4643,TRUE,FALSE,TRUE
3778,ASV4644,TRUE,FALSE,TRUE
3779,ASV4645,TRUE,FALSE,FALSE
3780,ASV4646,TRUE,TRUE,FALSE
3781,ASV4647,TRUE,TRUE,FALSE
3782,ASV4648,TRUE,FALSE,FALSE
3783,ASV4649,TRUE,FALSE,FALSE
3784,ASV4651,TRUE,FALSE,FALSE
3785,ASV4652,TRUE,FALSE,FALSE
3786,ASV4653,FALSE,FALSE,TRUE
3787,ASV4654,FALSE,TRUE,FALSE
3788,ASV4655,FALSE,FALSE,FALSE
3789,ASV4656,TRUE,FALSE,TRUE
3790,ASV4657,TRUE,FALSE,TRUE
3791,ASV4658,TRUE,FALSE,FALSE
3792,ASV4659,TRUE,FALSE,FALSE
3793,ASV4660,TRUE,FALSE,FALSE
3794,ASV4661,TRUE,FALSE,TRUE
3795,ASV4662,TRUE,FALSE,TRUE
3796,ASV4663,TRUE,FALSE,TRUE
3797,ASV4664,TRUE,TRUE,FALSE
3798,ASV4665,TRUE,FALSE,FALSE
3799,ASV4666,TRUE,FALSE,TRUE
3800,ASV4667,TRUE,FALSE,TRUE
3801,ASV4668,TRUE,FALSE,TRUE
3802,ASV4669,TRUE,FALSE,TRUE
3803,ASV4670,TRUE,TRUE,FALSE
3804,ASV4671,TRUE,TRUE,FALSE
3805,ASV4672,TRUE,TRUE,FALSE
3806,ASV4673,FALSE,TRUE,TRUE
3807,ASV4675,TRUE,TRUE,FALSE
3808,ASV4676,TRUE,TRUE,FALSE
3809,ASV4677,TRUE,TRUE,FALSE
3810,ASV4680,TRUE,TRUE,FALSE
3811,ASV4681,FALSE,TRUE,FALSE
3812,ASV4682,TRUE,FALSE,TRUE
3813,ASV4683,TRUE,FALSE,TRUE
3814,ASV4684,TRUE,FALSE,TRUE
3815,ASV4685,TRUE,FALSE,TRUE
3816,ASV4686,TRUE,FALSE,TRUE
3817,ASV4687,TRUE,FALSE,TRUE
3818,ASV4688,TRUE,FALSE,TRUE
3819,ASV4690,TRUE,FALSE,TRUE
3820,ASV4691,TRUE,FALSE,TRUE
3821,ASV4692,TRUE,FALSE,TRUE
3822,ASV4694,TRUE,FALSE,TRUE
3823,ASV4695,TRUE,FALSE,FALSE
3824,ASV4696,FALSE,FALSE,FALSE
3825,ASV4697,TRUE,FALSE,FALSE
3826,ASV4698,TRUE,FALSE,TRUE
3827,ASV4699,TRUE,FALSE,TRUE
3828,ASV4700,TRUE,FALSE,TRUE
3829,ASV4701,TRUE,FALSE,TRUE
3830,ASV4702,TRUE,FALSE,TRUE
3831,ASV4703,TRUE,FALSE,TRUE
3832,ASV4704,TRUE,FALSE,TRUE
3833,ASV4705,TRUE,FALSE,TRUE
3834,ASV4706,TRUE,FALSE,TRUE
3835,ASV4707,TRUE,FALSE,TRUE
3836,ASV4708,TRUE,TRUE,FALSE
3837,ASV4709,TRUE,FALSE,TRUE
3838,ASV4710,FALSE,TRUE,TRUE
3839,ASV4712,TRUE,FALSE,FALSE
3840,ASV4713,TRUE,TRUE,FALSE
3841,ASV4714,TRUE,FALSE,FALSE
3842,ASV4716,FALSE,TRUE,FALSE
3843,ASV4717,TRUE,FALSE,FALSE
3844,ASV4718,TRUE,FALSE,FALSE
