,taxon,structural_zero (Plant.condition = Diseased),structural_zero (Plant.condition = Healthy)
3302,ASV4043,FALSE,TRUE
3303,ASV4045,FALSE,FALSE
3304,ASV4046,FALSE,FALSE
3305,ASV4047,FALSE,FALSE
3306,ASV4050,FALSE,FALSE
3307,ASV4053,FALSE,FALSE
3308,ASV4054,FALSE,FALSE
3309,ASV4055,FALSE,FALSE
3310,ASV4056,FALSE,FALSE
3311,ASV4057,TRUE,FALSE
3312,ASV4058,FALSE,FALSE
3313,ASV4059,FALSE,FALSE
3314,ASV4060,FALSE,FALSE
3315,ASV4061,FALSE,FALSE
3316,ASV4062,FALSE,FALSE
3317,ASV4063,FALSE,TRUE
3318,ASV4064,FALSE,TRUE
3319,ASV4065,FALSE,TRUE
3320,ASV4066,TRUE,FALSE
3321,ASV4067,FALSE,FALSE
3322,ASV4068,TRUE,FALSE
3323,ASV4070,FALSE,FALSE
3324,ASV4071,FALSE,FALSE
3325,ASV4072,FALSE,FALSE
3326,ASV4073,FALSE,FALSE
3327,ASV4075,FALSE,FALSE
3328,ASV4076,TRUE,FALSE
3329,ASV4077,FALSE,FALSE
3330,ASV4078,FALSE,FALSE
3331,ASV4081,TRUE,FALSE
3332,ASV4082,FALSE,FALSE
3333,ASV4083,FALSE,FALSE
3334,ASV4085,FALSE,TRUE
3335,ASV4086,FALSE,TRUE
3336,ASV4087,FALSE,TRUE
3337,ASV4089,FALSE,TRUE
3338,ASV4090,FALSE,FALSE
3339,ASV4091,TRUE,FALSE
3340,ASV4092,FALSE,TRUE
3341,ASV4093,FALSE,TRUE
3342,ASV4094,FALSE,FALSE
3343,ASV4095,TRUE,FALSE
3344,ASV4097,TRUE,FALSE
3345,ASV4098,TRUE,FALSE
3346,ASV4099,FALSE,FALSE
3347,ASV4100,TRUE,FALSE
3348,ASV4101,FALSE,FALSE
3349,ASV4102,FALSE,FALSE
3350,ASV4103,TRUE,FALSE
3351,ASV4105,FALSE,FALSE
3352,ASV4106,FALSE,FALSE
3353,ASV4107,FALSE,FALSE
3354,ASV4108,FALSE,FALSE
3355,ASV4109,FALSE,FALSE
3356,ASV4110,FALSE,FALSE
3357,ASV4111,FALSE,TRUE
3358,ASV4112,FALSE,FALSE
3359,ASV4114,FALSE,TRUE
3360,ASV4115,FALSE,FALSE
3361,ASV4116,TRUE,FALSE
3362,ASV4118,FALSE,FALSE
3363,ASV4121,FALSE,FALSE
3364,ASV4122,FALSE,FALSE
3365,ASV4123,TRUE,FALSE
3366,ASV4124,FALSE,FALSE
3367,ASV4128,FALSE,FALSE
3368,ASV4130,FALSE,FALSE
3369,ASV4131,FALSE,FALSE
3370,ASV4132,TRUE,FALSE
3371,ASV4133,FALSE,TRUE
3372,ASV4135,FALSE,TRUE
3373,ASV4136,TRUE,FALSE
3374,ASV4138,TRUE,FALSE
3375,ASV4139,FALSE,FALSE
3376,ASV4141,FALSE,FALSE
3377,ASV4142,FALSE,FALSE
3378,ASV4143,FALSE,TRUE
3379,ASV4144,FALSE,FALSE
3380,ASV4145,FALSE,FALSE
3381,ASV4146,FALSE,FALSE
3382,ASV4148,FALSE,FALSE
3383,ASV4149,FALSE,FALSE
3384,ASV4151,FALSE,TRUE
3385,ASV4152,FALSE,FALSE
3386,ASV4153,TRUE,FALSE
3387,ASV4154,TRUE,FALSE
3388,ASV4155,TRUE,FALSE
3389,ASV4156,FALSE,FALSE
3390,ASV4157,FALSE,FALSE
3391,ASV4158,FALSE,FALSE
3392,ASV4161,FALSE,FALSE
3393,ASV4163,FALSE,FALSE
3394,ASV4165,FALSE,FALSE
3395,ASV4167,FALSE,FALSE
3396,ASV4170,FALSE,FALSE
3397,ASV4171,FALSE,FALSE
3398,ASV4172,TRUE,FALSE
3399,ASV4173,FALSE,FALSE
3400,ASV4174,FALSE,FALSE
3401,ASV4175,FALSE,TRUE
3402,ASV4176,FALSE,FALSE
3403,ASV4177,TRUE,FALSE
3404,ASV4178,TRUE,FALSE
3405,ASV4179,FALSE,FALSE
3406,ASV4180,FALSE,FALSE
3407,ASV4181,TRUE,FALSE
3408,ASV4182,FALSE,FALSE
3409,ASV4183,FALSE,FALSE
3410,ASV4184,FALSE,FALSE
3411,ASV4185,FALSE,FALSE
3412,ASV4186,FALSE,FALSE
3413,ASV4187,FALSE,FALSE
3414,ASV4188,TRUE,FALSE
3415,ASV4189,FALSE,FALSE
3416,ASV4191,FALSE,FALSE
3417,ASV4192,FALSE,FALSE
3418,ASV4193,FALSE,FALSE
3419,ASV4194,FALSE,FALSE
3420,ASV4195,FALSE,FALSE
3421,ASV4196,FALSE,FALSE
3422,ASV4197,FALSE,TRUE
3423,ASV4198,FALSE,TRUE
3424,ASV4200,FALSE,FALSE
3425,ASV4201,FALSE,FALSE
3426,ASV4202,FALSE,FALSE
3427,ASV4203,FALSE,FALSE
3428,ASV4204,FALSE,FALSE
3429,ASV4206,FALSE,TRUE
3430,ASV4207,FALSE,FALSE
3431,ASV4209,TRUE,FALSE
3432,ASV4210,FALSE,FALSE
3433,ASV4211,FALSE,FALSE
3434,ASV4212,FALSE,FALSE
3435,ASV4213,FALSE,FALSE
3436,ASV4214,FALSE,FALSE
3437,ASV4215,FALSE,FALSE
3438,ASV4216,FALSE,FALSE
3439,ASV4217,FALSE,FALSE
3440,ASV4219,FALSE,TRUE
3441,ASV4220,FALSE,TRUE
3442,ASV4221,FALSE,FALSE
3443,ASV4222,FALSE,TRUE
3444,ASV4223,FALSE,TRUE
3445,ASV4224,FALSE,TRUE
3446,ASV4225,TRUE,FALSE
3447,ASV4226,TRUE,FALSE
3448,ASV4228,TRUE,FALSE
3449,ASV4229,FALSE,FALSE
3450,ASV4230,FALSE,FALSE
3451,ASV4231,FALSE,FALSE
3452,ASV4232,FALSE,FALSE
3453,ASV4233,FALSE,FALSE
3454,ASV4234,FALSE,FALSE
3455,ASV4235,FALSE,FALSE
3456,ASV4236,FALSE,FALSE
3457,ASV4237,FALSE,FALSE
3458,ASV4238,FALSE,TRUE
3459,ASV4240,FALSE,FALSE
3460,ASV4241,FALSE,FALSE
3461,ASV4242,FALSE,FALSE
3462,ASV4244,FALSE,FALSE
3463,ASV4245,FALSE,FALSE
3464,ASV4246,FALSE,FALSE
3465,ASV4247,TRUE,FALSE
3466,ASV4248,FALSE,FALSE
3467,ASV4249,FALSE,FALSE
3468,ASV4251,FALSE,FALSE
3469,ASV4253,FALSE,FALSE
3470,ASV4255,FALSE,FALSE
3471,ASV4256,FALSE,FALSE
3472,ASV4257,FALSE,FALSE
3473,ASV4258,FALSE,FALSE
3474,ASV4259,FALSE,FALSE
3475,ASV4260,FALSE,FALSE
3476,ASV4263,FALSE,FALSE
3477,ASV4264,FALSE,FALSE
3478,ASV4265,FALSE,FALSE
3479,ASV4266,FALSE,FALSE
3480,ASV4268,FALSE,TRUE
3481,ASV4269,FALSE,TRUE
3482,ASV4270,TRUE,FALSE
3483,ASV4271,FALSE,FALSE
3484,ASV4272,TRUE,FALSE
3485,ASV4273,FALSE,FALSE
3486,ASV4276,FALSE,FALSE
3487,ASV4277,FALSE,FALSE
3488,ASV4279,FALSE,FALSE
3489,ASV4280,FALSE,FALSE
3490,ASV4281,FALSE,FALSE
3491,ASV4283,TRUE,FALSE
3492,ASV4284,FALSE,FALSE
3493,ASV4285,FALSE,FALSE
3494,ASV4287,FALSE,FALSE
3495,ASV4288,TRUE,FALSE
3496,ASV4289,FALSE,FALSE
3497,ASV4290,FALSE,FALSE
3498,ASV4291,FALSE,FALSE
3499,ASV4292,FALSE,FALSE
3500,ASV4293,TRUE,FALSE
3501,ASV4294,TRUE,FALSE
3502,ASV4296,FALSE,FALSE
3503,ASV4297,TRUE,FALSE
3504,ASV4299,FALSE,FALSE
3505,ASV4300,FALSE,FALSE
3506,ASV4301,FALSE,FALSE
3507,ASV4304,FALSE,FALSE
3508,ASV4305,FALSE,FALSE
3509,ASV4307,FALSE,TRUE
3510,ASV4309,FALSE,FALSE
3511,ASV4310,FALSE,TRUE
3512,ASV4311,FALSE,FALSE
3513,ASV4312,TRUE,FALSE
3514,ASV4313,TRUE,FALSE
3515,ASV4314,TRUE,FALSE
3516,ASV4316,FALSE,FALSE
3517,ASV4317,FALSE,FALSE
3518,ASV4318,FALSE,FALSE
3519,ASV4319,TRUE,FALSE
3520,ASV4320,TRUE,FALSE
3521,ASV4321,TRUE,FALSE
3522,ASV4322,FALSE,FALSE
3523,ASV4324,FALSE,FALSE
3524,ASV4325,FALSE,FALSE
3525,ASV4326,TRUE,FALSE
3526,ASV4327,TRUE,FALSE
3527,ASV4328,TRUE,FALSE
3528,ASV4329,FALSE,FALSE
3529,ASV4330,FALSE,FALSE
3530,ASV4331,FALSE,FALSE
3531,ASV4332,FALSE,FALSE
3532,ASV4333,FALSE,FALSE
3533,ASV4334,FALSE,FALSE
3534,ASV4335,TRUE,FALSE
3535,ASV4336,TRUE,FALSE
3536,ASV4337,FALSE,FALSE
3537,ASV4338,FALSE,FALSE
3538,ASV4341,FALSE,FALSE
3539,ASV4343,FALSE,FALSE
3540,ASV4344,FALSE,FALSE
3541,ASV4345,FALSE,FALSE
3542,ASV4346,FALSE,FALSE
3543,ASV4347,TRUE,FALSE
3544,ASV4348,FALSE,FALSE
3545,ASV4349,FALSE,FALSE
3546,ASV4350,FALSE,FALSE
3547,ASV4351,FALSE,FALSE
3548,ASV4352,TRUE,FALSE
3549,ASV4353,FALSE,FALSE
3550,ASV4354,FALSE,TRUE
3551,ASV4355,TRUE,FALSE
3552,ASV4356,FALSE,FALSE
3553,ASV4357,FALSE,FALSE
3554,ASV4359,FALSE,FALSE
3555,ASV4361,TRUE,FALSE
3556,ASV4362,FALSE,FALSE
3557,ASV4364,FALSE,FALSE
3558,ASV4365,FALSE,FALSE
3559,ASV4366,FALSE,FALSE
3560,ASV4367,FALSE,FALSE
3561,ASV4369,FALSE,FALSE
3562,ASV4371,TRUE,FALSE
3563,ASV4372,TRUE,FALSE
3564,ASV4373,FALSE,FALSE
3565,ASV4374,FALSE,FALSE
3566,ASV4375,FALSE,FALSE
3567,ASV4376,FALSE,FALSE
3568,ASV4377,FALSE,FALSE
3569,ASV4378,FALSE,FALSE
3570,ASV4379,FALSE,FALSE
3571,ASV4380,FALSE,FALSE
3572,ASV4381,FALSE,FALSE
3573,ASV4382,FALSE,TRUE
3574,ASV4383,FALSE,TRUE
3575,ASV4385,FALSE,TRUE
3576,ASV4387,TRUE,FALSE
3577,ASV4389,FALSE,TRUE
3578,ASV4390,FALSE,TRUE
3579,ASV4391,TRUE,FALSE
3580,ASV4392,FALSE,TRUE
3581,ASV4393,TRUE,FALSE
3582,ASV4395,FALSE,FALSE
3583,ASV4397,FALSE,FALSE
3584,ASV4398,TRUE,FALSE
3585,ASV4399,TRUE,FALSE
3586,ASV4400,FALSE,FALSE
3587,ASV4401,FALSE,FALSE
3588,ASV4403,FALSE,TRUE
3589,ASV4404,FALSE,TRUE
3590,ASV4405,FALSE,TRUE
3591,ASV4406,FALSE,TRUE
3592,ASV4407,FALSE,TRUE
3593,ASV4408,TRUE,FALSE
3594,ASV4410,FALSE,TRUE
3595,ASV4411,FALSE,FALSE
3596,ASV4413,FALSE,FALSE
3597,ASV4414,TRUE,FALSE
3598,ASV4416,FALSE,FALSE
3599,ASV4419,TRUE,FALSE
3600,ASV4422,FALSE,FALSE
3601,ASV4423,FALSE,FALSE
3602,ASV4424,FALSE,TRUE
3603,ASV4425,FALSE,FALSE
3604,ASV4426,TRUE,FALSE
3605,ASV4428,FALSE,FALSE
3606,ASV4429,TRUE,FALSE
3607,ASV4430,TRUE,FALSE
3608,ASV4432,FALSE,FALSE
3609,ASV4433,FALSE,FALSE
3610,ASV4434,FALSE,FALSE
3611,ASV4436,FALSE,TRUE
3612,ASV4437,FALSE,TRUE
3613,ASV4438,FALSE,TRUE
3614,ASV4439,FALSE,TRUE
3615,ASV4440,FALSE,TRUE
3616,ASV4442,TRUE,FALSE
3617,ASV4443,FALSE,FALSE
3618,ASV4444,TRUE,FALSE
3619,ASV4446,TRUE,FALSE
3620,ASV4447,FALSE,FALSE
3621,ASV4448,FALSE,FALSE
3622,ASV4449,FALSE,FALSE
3623,ASV4450,FALSE,FALSE
3624,ASV4452,FALSE,FALSE
3625,ASV4455,TRUE,FALSE
3626,ASV4457,FALSE,FALSE
3627,ASV4459,FALSE,TRUE
3628,ASV4460,FALSE,TRUE
3629,ASV4461,FALSE,TRUE
3630,ASV4462,FALSE,FALSE
3631,ASV4463,FALSE,FALSE
3632,ASV4464,FALSE,FALSE
3633,ASV4465,FALSE,FALSE
3634,ASV4468,FALSE,FALSE
3635,ASV4469,FALSE,FALSE
3636,ASV4470,FALSE,FALSE
3637,ASV4472,FALSE,FALSE
3638,ASV4474,FALSE,FALSE
3639,ASV4475,FALSE,FALSE
3640,ASV4476,TRUE,FALSE
3641,ASV4477,FALSE,FALSE
3642,ASV4478,FALSE,FALSE
3643,ASV4479,FALSE,FALSE
3644,ASV4480,FALSE,FALSE
3645,ASV4482,TRUE,FALSE
3646,ASV4483,FALSE,TRUE
3647,ASV4484,FALSE,TRUE
3648,ASV4485,FALSE,FALSE
3649,ASV4486,TRUE,FALSE
3650,ASV4487,TRUE,FALSE
