,taxon,structural_zero (Plant.condition = Diseased),structural_zero (Plant.condition = Healthy)
5978,ASV7525,FALSE,TRUE
5979,ASV7526,FALSE,FALSE
5980,ASV7527,TRUE,FALSE
5981,ASV7528,TRUE,FALSE
5982,ASV7530,TRUE,FALSE
5983,ASV7531,TRUE,FALSE
5984,ASV7532,TRUE,FALSE
5985,ASV7534,FALSE,TRUE
5986,ASV7535,FALSE,TRUE
5987,ASV7536,FALSE,TRUE
5988,ASV7538,FALSE,FALSE
5989,ASV7542,TRUE,FALSE
5990,ASV7544,FALSE,FALSE
5991,ASV7546,FALSE,FALSE
5992,ASV7547,FALSE,FALSE
5993,ASV7549,TRUE,FALSE
5994,ASV7550,TRUE,FALSE
5995,ASV7551,TRUE,FALSE
5996,ASV7552,TRUE,FALSE
5997,ASV7553,FALSE,FALSE
5998,ASV7554,TRUE,FALSE
5999,ASV7556,FALSE,FALSE
6000,ASV7558,TRUE,FALSE
6001,ASV7559,FALSE,TRUE
6002,ASV7560,FALSE,FALSE
6003,ASV7561,FALSE,TRUE
6004,ASV7565,TRUE,FALSE
6005,ASV7566,TRUE,FALSE
6006,ASV7568,TRUE,FALSE
6007,ASV7569,TRUE,FALSE
6008,ASV7570,TRUE,FALSE
6009,ASV7571,TRUE,FALSE
6010,ASV7572,TRUE,FALSE
6011,ASV7573,FALSE,FALSE
6012,ASV7575,TRUE,FALSE
6013,ASV7577,TRUE,FALSE
6014,ASV7578,TRUE,FALSE
6015,ASV7579,TRUE,FALSE
6016,ASV7582,FALSE,TRUE
6017,ASV7583,FALSE,TRUE
6018,ASV7584,FALSE,TRUE
6019,ASV7585,FALSE,TRUE
6020,ASV7588,FALSE,TRUE
6021,ASV7589,FALSE,TRUE
6022,ASV7590,FALSE,TRUE
6023,ASV7591,FALSE,TRUE
6024,ASV7592,FALSE,TRUE
6025,ASV7593,FALSE,TRUE
6026,ASV7595,FALSE,TRUE
6027,ASV7596,FALSE,TRUE
6028,ASV7597,FALSE,TRUE
6029,ASV7598,FALSE,TRUE
6030,ASV7599,FALSE,TRUE
6031,ASV7600,FALSE,TRUE
6032,ASV7601,FALSE,TRUE
6033,ASV7602,FALSE,TRUE
6034,ASV7603,FALSE,TRUE
6035,ASV7604,FALSE,TRUE
6036,ASV7605,FALSE,TRUE
6037,ASV7608,FALSE,TRUE
6038,ASV7610,FALSE,TRUE
6039,ASV7611,FALSE,TRUE
6040,ASV7613,FALSE,FALSE
6041,ASV7614,FALSE,FALSE
6042,ASV7615,FALSE,TRUE
6043,ASV7616,TRUE,FALSE
6044,ASV7617,TRUE,FALSE
6045,ASV7618,TRUE,FALSE
6046,ASV7619,TRUE,FALSE
6047,ASV7620,FALSE,TRUE
6048,ASV7621,FALSE,TRUE
6049,ASV7622,FALSE,TRUE
6050,ASV7623,FALSE,TRUE
6051,ASV7624,FALSE,TRUE
6052,ASV7625,FALSE,TRUE
6053,ASV7626,FALSE,TRUE
6054,ASV7627,FALSE,TRUE
6055,ASV7630,FALSE,FALSE
6056,ASV7631,TRUE,FALSE
6057,ASV7632,FALSE,FALSE
6058,ASV7633,FALSE,FALSE
6059,ASV7635,TRUE,FALSE
6060,ASV7636,FALSE,FALSE
6061,ASV7638,FALSE,FALSE
6062,ASV7641,FALSE,FALSE
6063,ASV7642,TRUE,FALSE
6064,ASV7643,FALSE,FALSE
6065,ASV7644,FALSE,TRUE
6066,ASV7645,TRUE,FALSE
6067,ASV7646,TRUE,FALSE
6068,ASV7647,TRUE,FALSE
6069,ASV7648,TRUE,FALSE
6070,ASV7650,TRUE,FALSE
6071,ASV7651,TRUE,FALSE
6072,ASV7652,FALSE,FALSE
6073,ASV7653,TRUE,FALSE
6074,ASV7654,TRUE,FALSE
6075,ASV7656,TRUE,FALSE
6076,ASV7660,TRUE,FALSE
6077,ASV7661,FALSE,FALSE
6078,ASV7662,FALSE,FALSE
6079,ASV7663,FALSE,FALSE
6080,ASV7665,FALSE,FALSE
6081,ASV7666,FALSE,FALSE
6082,ASV7667,FALSE,TRUE
6083,ASV7668,FALSE,FALSE
6084,ASV7669,FALSE,TRUE
6085,ASV7670,FALSE,TRUE
6086,ASV7671,FALSE,TRUE
6087,ASV7672,FALSE,TRUE
6088,ASV7673,FALSE,TRUE
6089,ASV7674,FALSE,TRUE
6090,ASV7675,FALSE,TRUE
6091,ASV7677,FALSE,TRUE
6092,ASV7678,FALSE,TRUE
6093,ASV7679,FALSE,TRUE
6094,ASV7680,FALSE,TRUE
6095,ASV7682,FALSE,TRUE
6096,ASV7683,FALSE,TRUE
6097,ASV7684,FALSE,TRUE
6098,ASV7685,FALSE,TRUE
6099,ASV7686,FALSE,TRUE
6100,ASV7687,FALSE,TRUE
6101,ASV7688,FALSE,TRUE
6102,ASV7689,FALSE,TRUE
6103,ASV7690,FALSE,TRUE
6104,ASV7691,FALSE,TRUE
6105,ASV7693,FALSE,TRUE
6106,ASV7694,FALSE,FALSE
6107,ASV7695,FALSE,TRUE
6108,ASV7696,TRUE,FALSE
6109,ASV7697,TRUE,FALSE
6110,ASV7698,FALSE,FALSE
6111,ASV7699,FALSE,TRUE
6112,ASV7700,FALSE,TRUE
6113,ASV7701,FALSE,TRUE
6114,ASV7702,FALSE,TRUE
6115,ASV7703,TRUE,FALSE
6116,ASV7704,FALSE,TRUE
6117,ASV7715,FALSE,FALSE
6118,ASV7716,TRUE,FALSE
6119,ASV7718,TRUE,FALSE
6120,ASV7719,FALSE,FALSE
6121,ASV7721,FALSE,FALSE
6122,ASV7722,FALSE,FALSE
6123,ASV7724,FALSE,FALSE
6124,ASV7725,TRUE,FALSE
6125,ASV7726,TRUE,FALSE
6126,ASV7728,TRUE,FALSE
6127,ASV7729,FALSE,FALSE
6128,ASV7731,FALSE,FALSE
6129,ASV7733,TRUE,FALSE
6130,ASV7736,TRUE,FALSE
6131,ASV7737,FALSE,FALSE
6132,ASV7738,FALSE,FALSE
6133,ASV7740,FALSE,TRUE
6134,ASV7742,FALSE,TRUE
6135,ASV7745,FALSE,TRUE
6136,ASV7746,FALSE,TRUE
6137,ASV7747,FALSE,TRUE
6138,ASV7748,FALSE,TRUE
6139,ASV7749,FALSE,TRUE
6140,ASV7752,FALSE,FALSE
6141,ASV7753,FALSE,TRUE
6142,ASV7754,FALSE,TRUE
6143,ASV7755,FALSE,TRUE
6144,ASV7756,FALSE,TRUE
6145,ASV7757,FALSE,TRUE
6146,ASV7758,FALSE,TRUE
6147,ASV7759,FALSE,TRUE
6148,ASV7760,FALSE,TRUE
6149,ASV7762,FALSE,TRUE
6150,ASV7763,FALSE,FALSE
6151,ASV7764,FALSE,TRUE
6152,ASV7765,FALSE,TRUE
6153,ASV7766,FALSE,TRUE
6154,ASV7768,FALSE,TRUE
6155,ASV7769,FALSE,TRUE
6156,ASV7770,FALSE,TRUE
6157,ASV7771,TRUE,FALSE
6158,ASV7772,TRUE,FALSE
6159,ASV7773,FALSE,FALSE
6160,ASV7774,TRUE,FALSE
6161,ASV7775,TRUE,FALSE
6162,ASV7777,FALSE,TRUE
6163,ASV7778,TRUE,FALSE
6164,ASV7779,FALSE,TRUE
6165,ASV7780,FALSE,TRUE
6166,ASV7787,FALSE,FALSE
6167,ASV7788,FALSE,FALSE
6168,ASV7790,TRUE,FALSE
6169,ASV7791,FALSE,FALSE
6170,ASV7792,FALSE,FALSE
6171,ASV7793,FALSE,FALSE
6172,ASV7794,TRUE,FALSE
6173,ASV7795,TRUE,FALSE
6174,ASV7796,TRUE,FALSE
6175,ASV7798,FALSE,FALSE
6176,ASV7800,FALSE,FALSE
6177,ASV7801,FALSE,FALSE
6178,ASV7803,TRUE,FALSE
6179,ASV7805,TRUE,FALSE
6180,ASV7806,TRUE,FALSE
6181,ASV7807,TRUE,FALSE
6182,ASV7808,TRUE,FALSE
6183,ASV7809,TRUE,FALSE
6184,ASV7810,FALSE,FALSE
6185,ASV7814,FALSE,FALSE
6186,ASV7815,FALSE,FALSE
6187,ASV7816,FALSE,FALSE
6188,ASV7818,FALSE,TRUE
6189,ASV7819,FALSE,TRUE
6190,ASV7821,FALSE,FALSE
6191,ASV7822,FALSE,TRUE
6192,ASV7823,FALSE,TRUE
6193,ASV7824,FALSE,TRUE
6194,ASV7825,FALSE,TRUE
6195,ASV7826,FALSE,TRUE
6196,ASV7827,FALSE,TRUE
6197,ASV7828,FALSE,TRUE
6198,ASV7830,FALSE,TRUE
6199,ASV7832,FALSE,TRUE
6200,ASV7833,FALSE,TRUE
6201,ASV7834,FALSE,TRUE
6202,ASV7836,FALSE,FALSE
6203,ASV7837,TRUE,FALSE
6204,ASV7838,FALSE,TRUE
6205,ASV7839,FALSE,TRUE
6206,ASV7840,FALSE,TRUE
6207,ASV7841,FALSE,TRUE
6208,ASV7842,FALSE,TRUE
6209,ASV7847,FALSE,FALSE
6210,ASV7850,FALSE,FALSE
6211,ASV7851,FALSE,FALSE
6212,ASV7852,FALSE,FALSE
6213,ASV7853,FALSE,FALSE
6214,ASV7854,FALSE,FALSE
6215,ASV7855,FALSE,FALSE
6216,ASV7856,FALSE,FALSE
6217,ASV7858,TRUE,FALSE
6218,ASV7860,TRUE,FALSE
6219,ASV7861,TRUE,FALSE
6220,ASV7864,FALSE,FALSE
6221,ASV7865,FALSE,FALSE
6222,ASV7866,FALSE,TRUE
6223,ASV7867,FALSE,FALSE
6224,ASV7868,FALSE,TRUE
6225,ASV7869,TRUE,FALSE
6226,ASV7870,TRUE,FALSE
6227,ASV7871,TRUE,FALSE
6228,ASV7872,TRUE,FALSE
6229,ASV7873,TRUE,FALSE
6230,ASV7874,TRUE,FALSE
6231,ASV7876,FALSE,FALSE
6232,ASV7877,FALSE,FALSE
6233,ASV7880,TRUE,FALSE
6234,ASV7881,TRUE,FALSE
6235,ASV7882,TRUE,FALSE
6236,ASV7883,TRUE,FALSE
6237,ASV7884,TRUE,FALSE
6238,ASV7886,FALSE,FALSE
6239,ASV7887,FALSE,FALSE
6240,ASV7888,TRUE,FALSE
6241,ASV7889,TRUE,FALSE
6242,ASV7890,FALSE,FALSE
6243,ASV7891,FALSE,TRUE
6244,ASV7892,FALSE,TRUE
6245,ASV7893,FALSE,TRUE
6246,ASV7894,FALSE,TRUE
6247,ASV7895,FALSE,TRUE
6248,ASV7896,FALSE,TRUE
6249,ASV7897,FALSE,TRUE
6250,ASV7898,FALSE,TRUE
6251,ASV7899,FALSE,TRUE
6252,ASV7900,FALSE,TRUE
6253,ASV7901,FALSE,TRUE
6254,ASV7902,FALSE,TRUE
6255,ASV7903,FALSE,TRUE
6256,ASV7904,FALSE,TRUE
6257,ASV7906,FALSE,TRUE
6258,ASV7907,FALSE,TRUE
6259,ASV7909,FALSE,TRUE
6260,ASV7910,FALSE,TRUE
6261,ASV7911,FALSE,TRUE
6262,ASV7912,FALSE,TRUE
6263,ASV7914,FALSE,TRUE
6264,ASV7915,FALSE,TRUE
6265,ASV7917,FALSE,TRUE
6266,ASV7918,FALSE,FALSE
6267,ASV7919,TRUE,FALSE
6268,ASV7921,TRUE,FALSE
6269,ASV7922,FALSE,TRUE
6270,ASV7923,FALSE,TRUE
6271,ASV7924,FALSE,TRUE
6272,ASV7928,TRUE,FALSE
6273,ASV7929,TRUE,FALSE
6274,ASV7930,FALSE,FALSE
6275,ASV7932,TRUE,FALSE
6276,ASV7934,FALSE,FALSE
6277,ASV7936,FALSE,FALSE
6278,ASV7939,TRUE,FALSE
6279,ASV7940,TRUE,FALSE
6280,ASV7941,FALSE,FALSE
6281,ASV7942,TRUE,FALSE
6282,ASV7943,FALSE,FALSE
6283,ASV7946,FALSE,FALSE
6284,ASV7948,FALSE,FALSE
6285,ASV7951,FALSE,TRUE
6286,ASV7952,TRUE,FALSE
6287,ASV7953,TRUE,FALSE
6288,ASV7955,TRUE,FALSE
6289,ASV7957,TRUE,FALSE
6290,ASV7959,TRUE,FALSE
6291,ASV7960,TRUE,FALSE
6292,ASV7962,FALSE,FALSE
6293,ASV7963,TRUE,FALSE
6294,ASV7964,FALSE,FALSE
6295,ASV7965,TRUE,FALSE
6296,ASV7967,TRUE,FALSE
6297,ASV7970,FALSE,FALSE
6298,ASV7971,TRUE,FALSE
6299,ASV7974,FALSE,TRUE
6300,ASV7975,FALSE,TRUE
6301,ASV7976,FALSE,TRUE
6302,ASV7977,FALSE,TRUE
6303,ASV7978,FALSE,TRUE
6304,ASV7979,FALSE,TRUE
6305,ASV7980,FALSE,TRUE
6306,ASV7981,FALSE,TRUE
6307,ASV7983,FALSE,TRUE
6308,ASV7984,FALSE,TRUE
6309,ASV7986,FALSE,TRUE
6310,ASV7987,FALSE,TRUE
6311,ASV7988,FALSE,TRUE
6312,ASV7989,FALSE,TRUE
6313,ASV7990,FALSE,TRUE
6314,ASV7991,FALSE,TRUE
6315,ASV7992,FALSE,TRUE
6316,ASV7993,FALSE,TRUE
6317,ASV7996,FALSE,TRUE
6318,ASV7997,FALSE,TRUE
6319,ASV7998,FALSE,TRUE
6320,ASV7999,FALSE,FALSE
6321,ASV8001,FALSE,FALSE
6322,ASV8002,TRUE,FALSE
6323,ASV8003,TRUE,FALSE
6324,ASV8004,TRUE,FALSE
6325,ASV8005,TRUE,FALSE
6326,ASV8006,FALSE,TRUE
6327,ASV8007,FALSE,TRUE
6328,ASV8008,FALSE,TRUE
6329,ASV8009,FALSE,TRUE
6330,ASV8010,FALSE,TRUE
6331,ASV8011,FALSE,TRUE
6332,ASV8012,FALSE,TRUE
6333,ASV8013,FALSE,TRUE
6334,ASV8014,TRUE,FALSE
6335,ASV8015,TRUE,FALSE
6336,ASV8016,FALSE,TRUE
6337,ASV8021,FALSE,FALSE
6338,ASV8022,FALSE,FALSE
6339,ASV8024,FALSE,FALSE
6340,ASV8025,FALSE,FALSE
6341,ASV8026,TRUE,FALSE
6342,ASV8027,TRUE,FALSE
6343,ASV8028,TRUE,FALSE
6344,ASV8029,TRUE,FALSE
6345,ASV8030,TRUE,FALSE
6346,ASV8031,FALSE,FALSE
6347,ASV8032,FALSE,FALSE
6348,ASV8033,FALSE,FALSE
6349,ASV8034,FALSE,FALSE
6350,ASV8035,FALSE,FALSE
6351,ASV8037,TRUE,FALSE
6352,ASV8038,TRUE,FALSE
6353,ASV8039,FALSE,FALSE
6354,ASV8040,FALSE,FALSE
6355,ASV8041,FALSE,FALSE
6356,ASV8042,FALSE,FALSE
6357,ASV8044,FALSE,TRUE
6358,ASV8046,TRUE,FALSE
6359,ASV8047,TRUE,FALSE
6360,ASV8048,TRUE,FALSE
6361,ASV8050,TRUE,FALSE
6362,ASV8051,TRUE,FALSE
6363,ASV8052,TRUE,FALSE
6364,ASV8053,FALSE,FALSE
6365,ASV8054,FALSE,FALSE
6366,ASV8055,TRUE,FALSE
6367,ASV8056,TRUE,FALSE
6368,ASV8057,TRUE,FALSE
6369,ASV8058,FALSE,FALSE
6370,ASV8059,FALSE,FALSE
6371,ASV8060,FALSE,FALSE
6372,ASV8064,FALSE,FALSE
6373,ASV8066,FALSE,FALSE
6374,ASV8067,FALSE,TRUE
6375,ASV8068,FALSE,TRUE
6376,ASV8070,FALSE,TRUE
6377,ASV8071,FALSE,TRUE
6378,ASV8072,FALSE,TRUE
6379,ASV8074,FALSE,TRUE
6380,ASV8075,FALSE,TRUE
6381,ASV8076,FALSE,TRUE
6382,ASV8077,FALSE,TRUE
6383,ASV8078,FALSE,TRUE
6384,ASV8079,FALSE,FALSE
6385,ASV8080,FALSE,FALSE
6386,ASV8081,FALSE,TRUE
6387,ASV8082,FALSE,TRUE
6388,ASV8083,FALSE,TRUE
6389,ASV8085,FALSE,TRUE
6390,ASV8086,FALSE,TRUE
6391,ASV8087,FALSE,TRUE
6392,ASV8089,FALSE,TRUE
6393,ASV8090,FALSE,TRUE
6394,ASV8091,FALSE,TRUE
6395,ASV8092,FALSE,TRUE
6396,ASV8093,FALSE,TRUE
6397,ASV8094,FALSE,TRUE
6398,ASV8095,TRUE,FALSE
6399,ASV8096,TRUE,FALSE
6400,ASV8097,FALSE,FALSE
6401,ASV8098,TRUE,FALSE
6402,ASV8099,TRUE,FALSE
6403,ASV8100,TRUE,FALSE
6404,ASV8101,TRUE,FALSE
6405,ASV8102,FALSE,TRUE
6406,ASV8103,FALSE,TRUE
6407,ASV8104,FALSE,TRUE
6408,ASV8107,TRUE,FALSE
6409,ASV8108,FALSE,FALSE
6410,ASV8109,FALSE,FALSE
6411,ASV8112,TRUE,FALSE
6412,ASV8116,TRUE,FALSE
6413,ASV8119,FALSE,FALSE
6414,ASV8120,TRUE,FALSE
6415,ASV8123,FALSE,FALSE
6416,ASV8124,FALSE,FALSE
6417,ASV8125,FALSE,FALSE
6418,ASV8126,FALSE,TRUE
6419,ASV8127,FALSE,FALSE
6420,ASV8128,FALSE,TRUE
6421,ASV8129,FALSE,FALSE
6422,ASV8130,TRUE,FALSE
6423,ASV8131,TRUE,FALSE
6424,ASV8133,TRUE,FALSE
6425,ASV8134,TRUE,FALSE
6426,ASV8136,FALSE,FALSE
6427,ASV8137,TRUE,FALSE
6428,ASV8138,TRUE,FALSE
6429,ASV8141,TRUE,FALSE
6430,ASV8142,TRUE,FALSE
6431,ASV8143,TRUE,FALSE
6432,ASV8145,TRUE,FALSE
6433,ASV8146,TRUE,FALSE
6434,ASV8147,TRUE,FALSE
6435,ASV8148,FALSE,FALSE
6436,ASV8150,FALSE,FALSE
6437,ASV8153,FALSE,TRUE
6438,ASV8156,FALSE,TRUE
6439,ASV8157,FALSE,TRUE
6440,ASV8158,FALSE,TRUE
6441,ASV8160,FALSE,TRUE
6442,ASV8161,FALSE,TRUE
6443,ASV8163,FALSE,FALSE
6444,ASV8164,FALSE,FALSE
6445,ASV8165,FALSE,TRUE
6446,ASV8166,FALSE,TRUE
6447,ASV8167,FALSE,TRUE
6448,ASV8168,FALSE,FALSE
6449,ASV8171,FALSE,TRUE
6450,ASV8172,FALSE,TRUE
6451,ASV8174,FALSE,TRUE
6452,ASV8175,FALSE,TRUE
6453,ASV8176,FALSE,TRUE
6454,ASV8177,FALSE,TRUE
6455,ASV8178,FALSE,TRUE
6456,ASV8179,FALSE,TRUE
6457,ASV8181,FALSE,TRUE
6458,ASV8182,FALSE,TRUE
6459,ASV8185,FALSE,TRUE
6460,ASV8186,FALSE,TRUE
6461,ASV8187,FALSE,TRUE
6462,ASV8189,FALSE,TRUE
6463,ASV8190,FALSE,TRUE
6464,ASV8191,FALSE,TRUE
6465,ASV8192,FALSE,TRUE
6466,ASV8193,FALSE,TRUE
6467,ASV8194,FALSE,FALSE
6468,ASV8195,FALSE,TRUE
6469,ASV8196,FALSE,TRUE
6470,ASV8197,FALSE,TRUE
6471,ASV8198,FALSE,TRUE
6472,ASV8199,FALSE,TRUE
6473,ASV8200,FALSE,TRUE
6474,ASV8201,FALSE,TRUE
6475,ASV8202,FALSE,TRUE
6476,ASV8203,TRUE,FALSE
6477,ASV8204,TRUE,FALSE
6478,ASV8205,FALSE,TRUE
6479,ASV8207,FALSE,TRUE
6480,ASV8209,TRUE,FALSE
6481,ASV8211,FALSE,FALSE
6482,ASV8216,FALSE,FALSE
6483,ASV8218,FALSE,FALSE
6484,ASV8220,FALSE,FALSE
6485,ASV8221,TRUE,FALSE
6486,ASV8223,FALSE,FALSE
6487,ASV8225,FALSE,FALSE
6488,ASV8227,TRUE,FALSE
6489,ASV8229,TRUE,FALSE
6490,ASV8230,FALSE,FALSE
6491,ASV8231,FALSE,FALSE
6492,ASV8232,FALSE,FALSE
6493,ASV8233,FALSE,FALSE
6494,ASV8237,TRUE,FALSE
6495,ASV8238,FALSE,FALSE
6496,ASV8239,FALSE,FALSE
6497,ASV8241,FALSE,FALSE
6498,ASV8243,TRUE,FALSE
6499,ASV8244,TRUE,FALSE
6500,ASV8246,FALSE,FALSE
6501,ASV8247,TRUE,FALSE
6502,ASV8250,TRUE,FALSE
6503,ASV8251,TRUE,FALSE
6504,ASV8252,TRUE,FALSE
6505,ASV8253,TRUE,FALSE
6506,ASV8254,FALSE,FALSE
6507,ASV8255,FALSE,TRUE
6508,ASV8256,FALSE,TRUE
6509,ASV8260,FALSE,TRUE
6510,ASV8261,FALSE,TRUE
6511,ASV8263,FALSE,TRUE
6512,ASV8264,FALSE,TRUE
6513,ASV8266,FALSE,TRUE
6514,ASV8267,FALSE,TRUE
6515,ASV8268,FALSE,TRUE
6516,ASV8269,FALSE,TRUE
6517,ASV8270,FALSE,TRUE
6518,ASV8271,FALSE,TRUE
6519,ASV8272,FALSE,TRUE
6520,ASV8273,FALSE,TRUE
6521,ASV8274,FALSE,TRUE
6522,ASV8275,FALSE,TRUE
6523,ASV8276,FALSE,TRUE
6524,ASV8277,FALSE,TRUE
6525,ASV8278,FALSE,TRUE
6526,ASV8280,FALSE,TRUE
6527,ASV8281,FALSE,TRUE
6528,ASV8282,FALSE,TRUE
6529,ASV8283,FALSE,TRUE
6530,ASV8284,FALSE,TRUE
6531,ASV8285,FALSE,TRUE
6532,ASV8286,FALSE,TRUE
6533,ASV8287,FALSE,TRUE
6534,ASV8288,FALSE,TRUE
6535,ASV8289,FALSE,TRUE
6536,ASV8291,FALSE,TRUE
6537,ASV8292,FALSE,TRUE
6538,ASV8294,FALSE,TRUE
6539,ASV8296,TRUE,FALSE
6540,ASV8297,TRUE,FALSE
6541,ASV8298,FALSE,FALSE
6542,ASV8299,FALSE,TRUE
6543,ASV8300,FALSE,TRUE
6544,ASV8301,FALSE,TRUE
6545,ASV8302,TRUE,FALSE
6546,ASV8303,FALSE,TRUE
6547,ASV8304,FALSE,TRUE
6548,ASV8305,FALSE,TRUE
6549,ASV8308,TRUE,FALSE
6550,ASV8310,FALSE,FALSE
6551,ASV8311,TRUE,FALSE
6552,ASV8312,TRUE,FALSE
6553,ASV8313,TRUE,FALSE
6554,ASV8319,TRUE,FALSE
6555,ASV8320,TRUE,FALSE
6556,ASV8322,FALSE,FALSE
6557,ASV8323,TRUE,FALSE
6558,ASV8324,TRUE,FALSE
6559,ASV8325,FALSE,FALSE
6560,ASV8326,FALSE,FALSE
6561,ASV8329,FALSE,FALSE
6562,ASV8330,FALSE,TRUE
6563,ASV8331,FALSE,TRUE
6564,ASV8333,TRUE,FALSE
6565,ASV8334,TRUE,FALSE
6566,ASV8336,FALSE,FALSE
6567,ASV8338,TRUE,FALSE
6568,ASV8339,TRUE,FALSE
6569,ASV8340,FALSE,FALSE
6570,ASV8341,FALSE,FALSE
6571,ASV8343,FALSE,FALSE
6572,ASV8344,FALSE,FALSE
6573,ASV8345,TRUE,FALSE
6574,ASV8346,TRUE,FALSE
6575,ASV8348,TRUE,FALSE
6576,ASV8349,TRUE,FALSE
6577,ASV8351,TRUE,FALSE
6578,ASV8353,FALSE,FALSE
6579,ASV8354,FALSE,FALSE
6580,ASV8355,TRUE,FALSE
6581,ASV8356,TRUE,FALSE
6582,ASV8357,TRUE,FALSE
6583,ASV8359,TRUE,FALSE
6584,ASV8360,FALSE,FALSE
6585,ASV8361,FALSE,FALSE
6586,ASV8363,FALSE,FALSE
6587,ASV8364,FALSE,FALSE
6588,ASV8365,FALSE,FALSE
6589,ASV8367,FALSE,TRUE
6590,ASV8368,FALSE,TRUE
6591,ASV8369,FALSE,TRUE
6592,ASV8370,FALSE,TRUE
6593,ASV8374,FALSE,TRUE
6594,ASV8375,FALSE,TRUE
6595,ASV8376,FALSE,TRUE
6596,ASV8377,FALSE,TRUE
6597,ASV8378,FALSE,TRUE
6598,ASV8379,FALSE,TRUE
6599,ASV8380,FALSE,TRUE
6600,ASV8384,FALSE,TRUE
6601,ASV8385,FALSE,TRUE
6602,ASV8386,FALSE,TRUE
6603,ASV8387,FALSE,TRUE
6604,ASV8388,FALSE,TRUE
6605,ASV8389,FALSE,TRUE
6606,ASV8390,FALSE,TRUE
6607,ASV8392,FALSE,TRUE
6608,ASV8394,FALSE,TRUE
6609,ASV8395,FALSE,TRUE
6610,ASV8396,FALSE,TRUE
6611,ASV8397,FALSE,TRUE
6612,ASV8399,FALSE,TRUE
6613,ASV8400,TRUE,FALSE
6614,ASV8401,TRUE,FALSE
6615,ASV8402,FALSE,FALSE
6616,ASV8403,TRUE,FALSE
6617,ASV8404,FALSE,TRUE
6618,ASV8405,FALSE,TRUE
6619,ASV8406,FALSE,TRUE
6620,ASV8407,FALSE,TRUE
6621,ASV8408,FALSE,TRUE
6622,ASV8409,FALSE,TRUE
6623,ASV8410,FALSE,TRUE
6624,ASV8411,FALSE,TRUE
6625,ASV8413,TRUE,FALSE
6626,ASV8414,FALSE,FALSE
6627,ASV8415,TRUE,FALSE
6628,ASV8416,FALSE,TRUE
6629,ASV8422,TRUE,FALSE
6630,ASV8423,FALSE,FALSE
6631,ASV8424,FALSE,FALSE
6632,ASV8427,FALSE,FALSE
6633,ASV8428,TRUE,FALSE
6634,ASV8429,FALSE,FALSE
6635,ASV8430,FALSE,FALSE
6636,ASV8432,FALSE,FALSE
6637,ASV8433,FALSE,FALSE
6638,ASV8436,TRUE,FALSE
6639,ASV8437,TRUE,FALSE
6640,ASV8438,TRUE,FALSE
6641,ASV8440,FALSE,FALSE
6642,ASV8441,FALSE,FALSE
6643,ASV8444,TRUE,FALSE
6644,ASV8446,TRUE,FALSE
6645,ASV8448,FALSE,FALSE
6646,ASV8449,FALSE,FALSE
6647,ASV8450,FALSE,TRUE
6648,ASV8451,FALSE,FALSE
6649,ASV8452,FALSE,FALSE
6650,ASV8453,FALSE,FALSE
6651,ASV8454,FALSE,TRUE
6652,ASV8455,FALSE,FALSE
6653,ASV8456,FALSE,FALSE
6654,ASV8458,TRUE,FALSE
6655,ASV8459,TRUE,FALSE
6656,ASV8460,TRUE,FALSE
6657,ASV8461,TRUE,FALSE
6658,ASV8462,FALSE,FALSE
6659,ASV8463,FALSE,FALSE
6660,ASV8464,TRUE,FALSE
6661,ASV8465,TRUE,FALSE
6662,ASV8466,FALSE,FALSE
6663,ASV8467,TRUE,FALSE
6664,ASV8469,FALSE,FALSE
6665,ASV8470,TRUE,FALSE
6666,ASV8471,TRUE,FALSE
6667,ASV8472,TRUE,FALSE
6668,ASV8473,TRUE,FALSE
6669,ASV8475,FALSE,FALSE
6670,ASV8477,FALSE,FALSE
6671,ASV8478,FALSE,TRUE
6672,ASV8481,FALSE,TRUE
6673,ASV8482,FALSE,TRUE
6674,ASV8485,FALSE,TRUE
6675,ASV8487,FALSE,TRUE
6676,ASV8488,FALSE,TRUE
6677,ASV8489,FALSE,TRUE
6678,ASV8490,FALSE,TRUE
6679,ASV8491,FALSE,TRUE
6680,ASV8494,FALSE,TRUE
6681,ASV8496,FALSE,TRUE
6682,ASV8497,FALSE,TRUE
6683,ASV8498,FALSE,TRUE
6684,ASV8500,FALSE,TRUE
6685,ASV8501,FALSE,TRUE
6686,ASV8502,FALSE,TRUE
6687,ASV8503,FALSE,TRUE
6688,ASV8506,FALSE,FALSE
6689,ASV8508,FALSE,TRUE
6690,ASV8509,FALSE,TRUE
6691,ASV8511,FALSE,TRUE
6692,ASV8512,FALSE,TRUE
6693,ASV8513,FALSE,TRUE
6694,ASV8515,FALSE,TRUE
6695,ASV8516,FALSE,TRUE
6696,ASV8517,FALSE,TRUE
6697,ASV8519,FALSE,FALSE
6698,ASV8520,TRUE,FALSE
6699,ASV8521,TRUE,FALSE
6700,ASV8522,TRUE,FALSE
6701,ASV8523,FALSE,FALSE
6702,ASV8524,TRUE,FALSE
6703,ASV8525,TRUE,FALSE
6704,ASV8529,FALSE,FALSE
6705,ASV8531,FALSE,FALSE
6706,ASV8532,TRUE,FALSE
6707,ASV8533,FALSE,FALSE
6708,ASV8534,FALSE,FALSE
6709,ASV8535,FALSE,FALSE
6710,ASV8536,FALSE,FALSE
6711,ASV8539,TRUE,FALSE
