taxon,lfc_(Intercept),lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_SoilOriginSoilB,lfc_PlantConditionHealthy,se_(Intercept),se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_SoilOriginSoilB,se_PlantConditionHealthy,W_(Intercept),W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_SoilOriginSoilB,W_PlantConditionHealthy,p_(Intercept),p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_SoilOriginSoilB,p_PlantConditionHealthy,q_(Intercept),q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_SoilOriginSoilB,q_PlantConditionHealthy,diff_(Intercept),diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_SoilOriginSoilB,diff_PlantConditionHealthy,passed_ss_(Intercept),passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_SoilOriginSoilB,passed_ss_PlantConditionHealthy,
444,ASV1139,0.601967724,-220.568.292.321.527,-0.835595197,0.822474063,0.04154721,0.290614112,0.347762938,0.355466886,0.151171646,0.140802125,207.136.439.285.712,-634.248.990.334.438,-235.069.771.529.862,544.066.356.014.121,0.295075164,0.09307802,0.001438044,0.06550334,0.002847296,0.779796265,1,0.962051664,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
445,ASV1147,-0.452083599,-0.895507992,100.526.129.603.003,NA,-0.191017982,0.28908103,0.338142727,0.359344831,NA,0.129153971,-156.386.463.133.302,-264.831.362.860.912,279.748.366.475.159,NA,-147.899.425.676.012,0.178616394,0.04551864,0.038106619,1,0.199203515,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
446,ASV1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
447,ASV1150,-0.813552542,0.698518503,0.909819706,0.588329698,0.370748136,0.29115504,0.339500965,0.36272903,0.141557797,0.131147125,-279.422.448.941.834,205.748.606.402.286,25.082.627.271.562,415.610.944.449.508,282.696.349.646.805,0.068179053,0.131813367,0.087070592,0.025326053,0.06635569,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
448,ASV1151,0.363899545,-113.324.445.764.983,-102.677.729.644.672,NA,-0.256964867,0.29265137,0.343057575,0.362783508,NA,0.129056862,124.345.751.393.861,-330.336.521.244.293,-283.027.556.329.311,NA,-199.109.805.518.573,0.302016293,0.045618236,0.066174631,1,0.140534039,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
449,ASV1152,-0.465443829,-0.520546549,-0.359325576,119.902.373.914.209,-0.352854391,0.285423774,0.334257886,0.353808378,0.137597168,0.12717999,-16.307.114.978.842,-15.573.201.754.556,-101.559.374.586.547,871.401.467.823.597,-277.444.895.179.944,0.154072786,0.170402305,0.349012613,0.000126245,0.032232441,1,1,1,0.086225097,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
450,ASV1155,-0.352152596,-0.090691769,-0.207557632,-0.03605444,0.783170982,0.289900812,0.340663023,0.360382181,0.140087586,0.129673605,-121.473.476.983.714,-0.266221349,-0.575937555,-0.257370701,603.955.586.327.508,0.311356312,0.807317445,0.605022895,0.813536188,0.009102731,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
451,ASV1160,-0.090825584,-0.758141619,-0.699044713,0.073245141,0.059264243,0.307937568,0.360513371,0.375509304,0.164217703,0.153936809,-0.294948045,-210.295.007.395.932,-1.861.590.926.045,0.446024634,0.384990718,0.782708687,0.103308734,0.13614947,0.678658403,0.719839327,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
452,ASV1162,0.369603514,-0.838377257,-0.146999146,-0.800699624,0.233487885,0.28909234,0.353290747,0.365044475,0.178020616,0.167851099,127.849.639.304.089,-237.305.183.683.369,-0.402688318,-449.779.156.923.433,139.104.173.682.666,0.23691563,0.045031398,0.697723755,0.002007947,0.201678486,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
453,ASV1163,-0.578537806,-0.332318501,0.567946094,122.275.011.611.676,-0.022774825,0.28599165,0.335155171,0.356346348,0.138064629,0.127647803,-202.291.851.948.687,-0.99153625,159.380.360.612.308,885.636.039.556.666,-0.178419246,0.099001075,0.366951849,0.171861565,0.000305113,0.865397602,1,1,1,0.20228964,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
454,ASV1172,-121.925.582.840.843,0.67717956,0.440131972,0.178520956,0.444794198,0.283383333,0.343215393,0.352725011,0.153022733,0.142664063,-43.024.966.012.711,197.304.542.050.655,124.780.482.821.757,116.663.029.158.742,311.777.323.406.548,0.003555687,0.089090418,0.252223852,0.281561978,0.016896286,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
455,ASV1177,0.709358707,-0.836353449,-0.520815309,0.711976029,-0.055708358,0.287374944,0.345069228,0.356871591,0.146071464,0.135676433,246.840.833.828.506,-242.372.655.307.119,-145.939.134.190.636,4.874.162.349.798,-0.410597158,0.069064675,0.072470482,0.218226492,0.008195036,0.702410182,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
456,ASV1189,-201.861.235.590.545,178.747.520.650.241,179.831.465.287.258,0.100660334,0.602163863,0.283869096,0.338257733,0.352746147,0.143016521,0.132610058,-711.106.767.824.358,528.435.873.658.713,509.804.193.733.358,0.703837102,454.086.117.906.233,0.000388766,0.001857442,0.002225679,0.507915089,0.003929662,0.2806888,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
457,ASV1190,-0.665416308,0.86033823,0.98710862,-0.037272137,-0.047251326,0.283793687,0.332314043,0.353304444,0.136520838,0.126103328,-234.471.849.625.462,258.893.131.004.947,279.393.207.981.468,-0.273014269,-0.374703247,0.057471906,0.041271121,0.031414205,0.793995848,0.720767963,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
458,ASV1197,0.862124026,-124.394.144.753.845,-0.646641983,-0.318517256,-0.419902138,0.286749872,0.335977778,0.35410534,0.146562262,0.136169363,300.653.674.010.528,-370.245.155.481.875,-18.261.288.649.913,-217.325.559.707.064,-308.367.556.573.367,0.01975863,0.007630302,0.110570994,0.066297591,0.017723653,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
459,ASV1200,-0.272505076,-338.140.435.055.775,-160.133.306.668.732,0.483978608,224.224.523.292.021,0.307422522,0.363138308,0.362923694,0.167780707,0.157527525,-0.886418712,-931.161.565.491.339,-44.123.133.723.811,288.459.035.109.698,142.339.900.933.296,0.415984532,0.000240412,0.006941568,0.03440324,3.08E+09,1,0.169250224,1,1,0.022598421,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
460,ASV1205,0.788758942,-0.955524886,-0.792050244,-0.267063014,-0.18169939,0.291270191,0.341873775,0.36169936,0.138117985,0.127701205,270.799.747.556.591,-279.496.398.140.091,-218.980.272.620.283,-193.358.608.867.246,-142.284.788.581.107,0.113595815,0.10771961,0.159954673,0.192849231,0.290744492,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
461,ASV1212,-0.414249208,0.528100667,0.807653948,-0.791438031,-0.03786546,0.284081566,0.33073341,0.352143732,0.137317344,0.126900016,-145.820.516.794.001,159.675.633.105.421,229.353.492.800.681,-576.356.930.766.686,-0.298388144,0.188142704,0.154351192,0.055517527,0.000688752,0.774069645,1,1,1,0.444245165,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
462,ASV1214,-0.802399643,0.528172786,-0.297569808,0.291178116,0.291268004,0.286495291,0.338101877,0.355503782,0.141134657,0.130722933,-280.074.287.390.017,156.217.052.072.768,-0.837036967,206.312.271.006.519,222.813.241.504.861,0.037960336,0.179006306,0.440731494,0.094058777,0.07634394,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
463,ASV1215,0.051146369,-0.137589533,-0.659809503,0.651228118,0.613214047,0.287473421,0.337260384,0.35666475,0.141522045,0.131111281,0.17791686,-0.407962333,-184.994.312.843.605,460.160.195.775.258,467.705.023.543.001,0.865771847,0.700183319,0.123557759,0.005831838,0.005447984,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
464,ASV1220,0.594349383,-0.855999179,-0.327371237,-0.693763736,-0.318099505,0.283880413,0.332440585,0.353314036,0.136532737,0.126115226,209.366.111.446.629,-257.489.373.272.524,-0.926572975,-508.129.957.406.466,-252.229.262.795.131,0.08118618,0.042057232,0.389897496,0.002262644,0.045147074,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
465,ASV1227,-0.80633818,-0.343512356,-12.669.864.626.167,0.422805091,119.622.006.442.822,0.289900399,0.341040654,0.359938046,0.13955876,0.129143835,-278.143.177.386.298,-100.724.752.893.481,-352.001.261.310.464,302.958.475.822.963,92.626.958.342.358,0.068908455,0.388016236,0.03891691,0.056329519,0.002662745,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
466,ASV1229,-0.480146033,-0.983807873,-0.412392778,NA,0.771936383,0.291428453,0.346512753,0.36293431,NA,0.133232569,-164.756.058.839.113,-283.916.786.781.677,-113.627.388.353.401,NA,579.390.153.612.739,0.197999919,0.065691559,0.338397683,1,0.010229134,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
467,ASV1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
468,ASV1239,0.188479238,0.21376112,-109.215.745.343.042,0.242186916,0.359425477,0.289301848,0.334440197,0.368107329,0.158479889,0.148156948,0.651496833,0.639160966,-296.695.384.002.845,152.818.705.855.733,242.597.786.417.748,0.532990389,0.540583088,0.017954473,0.164988157,0.041461592,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
469,ASV1241,-0.531854161,0.142615973,200.494.915.036.978,-0.6766247,0.258830111,0.286881247,0.337428503,0.355761448,0.139097905,0.128682271,-185.391.748.970.069,0.422655382,563.565.603.848.392,-486.437.737.615.243,201.138.905.595.613,0.122928088,0.690107378,0.002438959,0.004615468,0.100468047,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
470,ASV1243,-0.158065649,-0.916144601,-0.846020257,NA,0.043548784,0.290086276,0.34020882,0.360677846,NA,0.128620713,-0.544891852,-269.288.903.205.962,-234.563.965.146.831,NA,0.33858298,0.614784591,0.054494501,0.07889034,1,0.751950482,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
471,ASV1246,-0.171860419,-0.699758921,-188.082.310.219.224,NA,0.011791378,0.296490181,0.347454034,0.367113448,NA,0.134359481,-0.579649614,-201.396.113.504.636,-512.327.487.365.973,NA,0.087759923,0.602813284,0.137455899,0.014396368,1,0.935597384,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
472,ASV1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
473,ASV1265,-0.194682051,-0.027559539,-0.573555466,136.332.806.953.953,0.303773495,0.291287727,0.344306502,0.361588583,0.140972929,0.130560824,-0.66834965,-0.08004362,-158.621.010.791.392,967.085.013.397.661,232.668.182.303.879,0.57271845,0.943491054,0.253584343,0.010523801,0.145470883,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
474,ASV1266,0.243693911,-113.444.139.299.344,0.279677017,-0.844798401,-0.474325604,0.287545914,0.334836346,0.360371549,0.142958278,0.132551629,0.847495647,-33.880.473.458.943,0.776079624,-590.940.527.528.169,-357.842.152.670.806,0.435398434,0.019502672,0.472796051,0.001976,0.015901377,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
475,ASV1268,23.854.669.634.942,-225.699.453.935.038,-310.352.939.961.761,162.103.999.795.488,-0.520866703,0.293218623,0.344229282,0.36400146,0.138812659,0.128396639,813.545.518.173.962,-655.666.051.796.011,-852.614.548.187,116.778.974.821.267,-405.670.043.499.298,0.077861936,0.096352607,0.074327198,0.054382265,0.153862893,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
476,ASV1275,146.616.966.445.824,-188.858.422.882.348,-219.659.900.425.011,0.450532907,0.562937768,0.28941129,0.342566353,0.36374964,0.164107451,0.153825715,506.604.170.966.093,-551.304.648.501.972,-603.876.611.949.864,274.535.315.288.777,36.595.816.753.095,0.001453506,0.000894106,0.000521742,0.02869567,0.00807479,1,0.607992184,0.377219384,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
