,taxon,lfc_MicrocompartmentPhyllosphere,lfc_MicrocompartmentRhizosphere,lfc_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,se_MicrocompartmentPhyllosphere,se_MicrocompartmentRhizosphere,se_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,W_MicrocompartmentPhyllosphere,W_MicrocompartmentRhizosphere,W_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,p_MicrocompartmentPhyllosphere,p_MicrocompartmentRhizosphere,p_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,q_MicrocompartmentPhyllosphere,q_MicrocompartmentRhizosphere,q_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,diff_MicrocompartmentPhyllosphere,diff_MicrocompartmentRhizosphere,diff_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentPhyllosphere,passed_ss_MicrocompartmentRhizosphere,passed_ss_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere
95,ASV166,-0.465520194,-0.732140422,-0.266620228,0.313640791,0.334114626,0.355814103,-14.842.463.367.764,-219.128.516.211.501,-0.749324508,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
96,ASV172,-0.484588403,-0.087941764,0.396646639,0.306856478,0.321815718,0.353181003,-157.920.212.584.133,-0.273267461,112.306.900.708.712,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
97,ASV173,-0.607102579,-0.291945621,0.315156957,0.308205244,0.323322195,0.348156784,-196.979.963.693.175,-0.902955707,0.905215615,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
98,ASV174,-176.577.380.718.277,-102.775.050.688.329,0.7380233,0.342840903,0.362231643,0.363885758,-515.041.756.425.434,-283.727.423.337.493,202.817.308.399.692,8.01E+09,0.011375797,0.05851024,0.000903452,0.116950162,0.543010851,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
99,ASV183,0.031523147,-0.040141881,-0.071665028,0.343377644,0.360684474,0.379421823,0.091803143,-0.111293621,-0.188879563,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
100,ASV185,-0.071623869,-0.316787821,-0.245163953,0.311320508,0.330788089,0.353682369,-0.23006473,-0.957676023,-0.693175499,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101,ASV186,-204.450.229.347.967,-112.405.595.195.491,0.920446342,0.357011787,0.376574322,0.347364348,-572.670.810.268.723,-298.495.114.264.936,264.980.083.876.255,0.001230058,0.024479417,0.038038738,0.013875802,0.251663391,0.35302278,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
102,ASV187,-0.818327656,-0.684221493,0.134106163,0.350705243,0.357587443,0.379326502,-233.337.731.034.917,-191.343.825.554.188,0.353537554,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
103,ASV188,-0.368577453,-0.202785621,0.165791833,0.339434875,0.357907241,0.381558398,-108.585.616.883.063,-0.566587086,0.434512341,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
104,ASV189,-0.824076057,0.519599576,134.367.563.304.204,0.317233682,0.333708241,0.353321589,-259.769.407.489.755,155.704.748.163.824,380.298.196.768.141,0.018769351,0.137879277,0.001421613,0.192960421,1,0.016036666,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
105,ASV193,-0.428095075,-0.554294646,-0.126199571,0.310342408,0.337791258,0.352500418,-137.942.822.078.331,-164.093.840.041.366,-0.358012543,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
106,ASV196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
107,ASV197,0.759532558,1.334.443.341.611,0.574910784,0.316818791,0.33744182,0.3500373,239.737.218.895.637,395.458.790.709.534,164.242.720.268.999,0.031024663,0.001438734,0.122764454,0.318952528,0.016229798,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
108,ASV198,-0.504841623,0.522532659,102.737.428.242.053,0.318539497,0.337423024,0.348608885,-158.486.350.169.397,154.859.811.730.209,294.706.855.551.406,0.137012489,0.145471353,0.011335522,1,1,0.127871628,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
109,ASV199,0.586477619,0.293635419,-0.2928422,0.296355857,0.327356726,0.360677944,197.896.415.443.549,0.896989113,-0.811921561,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
110,ASV200,-22.055.779.920.642,-304.567.776.429.616,-0.840099772,0.348244399,0.355646411,0.363501763,-633.341.985.162.668,-85.637.803.969.921,-231.112.984.451.178,0.0007249,0.000139179,0.060175612,0.007452418,0.001570021,0.558466525,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
111,ASV203,-0.419756293,-0.54978784,-0.130031547,0.310778603,0.329606474,0.352224302,-135.066.020.776.279,-166.801.286.889.841,-0.369172559,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
112,ASV205,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
113,ASV207,-0.855604327,-0.489598889,0.366005438,0.298614524,0.321642701,0.34984723,-28.652.468.583.847,-152.218.249.365.879,104.618.646.988.229,0.008749273,0.141594576,0.306345796,0.098697162,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
114,ASV209,-18.126.504.761.594,-121.823.760.092.682,0.594412875,0.371695367,0.41021536,0.390246055,-487.670.989.426.659,-296.975.130.901.219,15.231.745.897.402,0.000201288,0.009542437,0.148517043,0.002270652,0.098102091,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
115,ASV211,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
116,ASV215,0.017922906,0.278950994,0.261028088,0.325932817,0.346104221,0.350564307,0.054989572,0.805973974,0.744594025,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
117,ASV221,-0.654040601,-0.275059765,0.378980836,0.308983641,0.325828033,0.349320905,-211.674.831.386.461,-0.844186922,108.490.740.317.284,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
118,ASV224,-306.687.563.386.063,0.079418159,314.629.379.239.849,0.347263876,0.380321684,0.360795328,-883.154.235.586.066,0.208818382,872.043.938.847.713,0.000907333,0.844792859,0.000952473,0.009792005,1,0.009792005,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
119,ASV226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
120,ASV228,-0.214508325,-0.124841367,0.089666958,0.331154696,0.34113336,0.363296321,-0.647758669,-0.365960594,0.246814936,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
121,ASV229,0.553439896,0.580034163,0.026594267,0.313095629,0.332194738,0.350220779,176.763.852.772.793,17.460.666.819.362,0.07593572,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
122,ASV230,-0.700682348,-0.594161832,0.106520516,0.309961159,0.328200483,0.345168634,-226.054.887.421.089,-181.036.245.652.478,0.308604273,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
123,ASV232,-0.660463728,-0.402932596,0.257531132,0.330798221,0.363488572,0.357512611,-199.657.581.847.953,-110.851.516.887.287,0.720341394,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
124,ASV233,-0.56251871,-0.659501641,-0.096982932,0.340835272,0.363671055,0.379090275,-16.504.122.535.712,-181.345.650.926.813,-0.255830703,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
125,ASV242,218.853.769.207.247,253.550.686.016.792,0.346969168,0.317419365,0.33443479,0.346786974,689.478.315.975.855,758.146.860.882.858,100.052.537.627.537,5.11E+08,1.66E+08,0.332924193,5.25E+09,1.87E+09,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
126,ASV244,-0.955715536,-0.540413985,0.415301551,0.311106757,0.348237294,0.362591415,-307.198.578.967.901,-155.185.557.066.984,114.537.061.227.117,0.006014733,0.136377819,0.265576967,0.067849867,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
127,ASV245,-0.883718173,-0.299569367,0.584148806,0.338828664,0.382111845,0.382809502,-260.815.647.349.926,-0.783983463,152.595.168.538.777,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
128,ASV246,-137.437.147.932.852,-0.518007984,0.856363496,0.337391085,0.367004484,0.366430396,-407.352.636.081.484,-141.144.865.184.235,233.704.273.489.227,0.001139585,0.179949196,0.034812095,0.012855211,1,0.357889654,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
129,ASV248,-0.866235206,-124.705.814.102,-0.380822935,0.315932562,0.337580933,0.351903704,-274.183.579.326.893,-369.410.123.422.667,-108.217.938.527.586,0.015132654,0.00216509,0.296263707,0.155572949,0.024423542,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
130,ASV249,-160.220.680.960.804,-0.367332684,123.487.412.517.319,0.320813605,0.340532023,0.349741009,-499.419.845.159.649,-107.870.232.298.085,353.082.450.774.751,0.00016016,0.297761799,0.003025964,0.001806705,1,0.031108761,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
131,ASV250,0.985933398,107.970.433.243.909,0.093770935,0.327921676,0.337768059,0.361932159,300.661.245.971.366,31.965.850.639.254,0.259084285,0.009427133,0.006464294,0.799340831,0.096916701,0.072921197,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
132,ASV253,0.478488647,0.299743445,-0.178745202,0.321571254,0.338532076,0.35250821,148.797.083.251.289,0.885421105,-0.507066778,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
133,ASV254,-0.436077479,-0.17846685,0.257610629,0.312366615,0.32882802,0.352569593,-139.604.380.884.088,-0.542736139,0.730666043,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
134,ASV255,0.339075533,0.778916879,0.439841345,0.306938693,0.328690257,0.349028905,110.470.117.134.319,236.975.956.271.133,126.018.601.664.047,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
135,ASV257,0.130487706,0.402583816,0.27209611,0.311305403,0.3388585,0.354255885,0.419162998,118.805.877.961.571,0.768077881,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
136,ASV259,-210.303.845.625.471,-0.091040277,201.199.817.925.087,0.315627136,0.33591232,0.347129007,-666.304.705.275.517,-0.271023929,579.611.077.448.855,2.26E+08,0.789295174,1.39E+09,2.55E+09,1,0.000142673,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
137,ASV260,-0.147233047,0.219520351,0.366753398,0.326276802,0.334222851,0.365723005,-0.451251963,0.656808324,100.281.741.436.588,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,ASV261,-134.717.580.747,-157.371.542.008.184,-0.226539613,0.355167588,0.383837718,0.372820879,-379.307.080.442.782,-409.994.992.206.799,-0.607636603,0.009040815,0.006357725,0.565701204,0.092945118,0.071719025,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
139,ASV262,-132.742.422.143.385,-0.617137241,0.710286981,0.316773459,0.336917097,0.347255615,-419.045.277.770.159,-183.171.838.788.376,204.542.979.394.886,0.000787955,0.086924272,0.058766917,0.008888617,0.806710467,0.604159882,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
140,ASV263,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
141,ASV264,-0.513529512,0.595932107,110.946.161.895.933,0.31061892,0.330379702,0.347634981,-16.532.460.804.221,180.377.942.180.339,319.145.563.899.324,0.117764351,0.09012585,0.005678752,1,0.926548922,0.064059797,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
142,ASV266,-0.447636781,-0.799037065,-0.351400284,0.316727472,0.33598312,0.345616765,-14.133.184.549.994,-237.820.597.813.354,-101.673.390.635.545,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
143,ASV267,-268.128.429.371.397,-20.055.366.742.078,0.67574762,0.336460109,0.362713404,0.359362517,-796.910.012.017.846,-55.292.598.834.028,188.040.652.085.499,9.34E+08,0.000878921,0.102104871,0.001053935,0.009035849,0.947595718,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
144,ASV269,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,ASV270,-169.483.344.890.583,-117.772.321.310.236,0.517110236,0.335158555,0.368677138,0.359044942,-505.681.093.733.013,-319.445.686.530.935,144.023.818.533.006,0.000683993,0.010928096,0.18366494,0.007715856,0.11234752,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
146,ASV271,-0.045640604,-0.401769716,-0.356129112,0.330040166,0.359264806,0.361127717,-0.138288029,-111.831.080.865.775,-0.986158347,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
147,ASV272,0.607775718,0.719236808,0.11146109,0.316283431,0.3359018,0.345061852,19.216.173.148.023,214.121.153.237.065,0.323017712,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,ASV275,-0.836402522,-0.598937885,0.237464637,0.314728871,0.344092886,0.352574733,-265.753.351.276.037,-174.062.850.157.136,0.673515754,0.017202701,0.100941462,0.51023215,0.194057004,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
149,ASV277,0.112960898,-0.143712087,-0.256672985,0.348213814,0.37303053,0.373998369,0.324400966,-0.385255564,-0.686294397,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
150,ASV280,-258.370.592.494.056,-160.315.679.589.539,0.980549129,0.354341496,0.377337876,0.350739846,-72.915.702.919.867,-424.859.760.611.421,279.565.934.381.524,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
151,ASV282,-0.166312391,-0.071578964,0.094733427,0.332596139,0.349121714,0.350785492,-0.50004306,-0.205025816,0.270060846,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
152,ASV285,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
153,ASV286,-106.693.696.891.211,-175.509.796.287.408,-0.688160994,0.347278795,0.364511335,0.362069054,-307.227.790.589.681,-481.493.384.383.193,-190.063.465.991.769,0.027711887,0.004819858,0.11576898,0.284895163,0.054370944,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
154,ASV287,-150.473.672.817.929,-156.344.138.507.771,-0.058704657,0.331636792,0.353639804,0.379816955,-453.730.335.360.429,-442.099.946.741.038,-0.15456039,0.000464829,0.000580871,0.879373975,0.00524356,0.005971712,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
155,ASV288,-0.290235127,0.247156415,0.537391542,0.313662006,0.335498796,0.348231705,-0.92531171,0.736683464,15.432.010.795.427,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
156,ASV292,-0.327215695,0.407836906,0.735052601,0.318486966,0.336856496,0.352514258,-102.740.686.455.576,121.071.409.171.971,208.517.126.759.379,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
157,ASV293,-0.52162593,-0.684132776,-0.162506846,0.328906206,0.349211458,0.347495229,-158.594.128.178.729,-195.907.883.596.478,-0.467652021,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
158,ASV294,-0.833724673,0.331527757,116.525.242.985.275,0.321876275,0.342352909,0.344196408,-25.902.023.146.231,0.968380139,338.542.879.185.741,0.023649089,0.351967766,0.005413553,0.243127119,1,0.061068198,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
159,ASV295,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
160,ASV297,-0.790081313,-0.401528473,0.388552841,0.326736697,0.363594958,0.365168294,-241.809.787.523.479,-110.432.904.538.731,106.403.772.564.813,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
161,ASV302,-0.492929292,0.154498276,0.647427567,0.32593394,0.342057563,0.349179865,-151.235.950.499.502,0.451673322,185.413.774.478.906,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
162,ASV303,-18.348.658.855.622,0.572743079,240.760.896.468.025,0.340888991,0.370335582,0.355708457,-538.259.062.567.054,154.655.157.817.321,676.848.952.962.688,0.00298406,0.182640561,0.001069758,0.030677959,1,0.012067527,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
163,ASV306,-129.245.310.742.173,-0.984102827,0.308350281,0.332165025,0.354756915,0.347425825,-389.099.697.708.634,-277.402.013.498.176,0.887528385,0.003004677,0.019651267,0.395639227,0.033894595,0.202027055,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
164,ASV307,-1.018.002.824.255,-1.520.207.956.843,-0.502205133,0.35679278,0.361125846,0.373682303,-285.320.466.812.523,-420.963.488.417.069,-134.393.608.870.377,0.021373491,0.002957345,0.215836044,0.21973257,0.033360658,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
165,ASV308,-0.463780932,-0.461322528,0.002458403,0.32485651,0.347329614,0.347993749,-14.276.485.706.641,-132.819.808.637.462,0.007064504,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
166,ASV309,-0.410855456,-0.442570988,-0.031715532,0.318466807,0.334263864,0.349721884,-129.010.448.575.946,-132.401.685.115.017,-0.090687869,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
167,ASV311,-117.399.752.904.432,-0.707358114,0.466639415,0.324257723,0.338066858,0.349513746,-362.056.920.998.285,-209.236.160.585.349,133.511.033.755.056,0.003107224,0.056591381,0.20474977,0.035051385,0.581794042,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
168,ASV314,0.411569761,0.787368424,0.375798663,0.321364639,0.338131178,0.351757183,128.069.398.642.571,23.285.886.521.515,106.834.680.758.106,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
169,ASV316,178.262.005.616.241,141.522.450.364.669,-0.367395553,0.32397648,0.334859237,0.355017977,55.023.131.743.329,422.632.661.510.062,-103.486.464.482.356,6.08E+09,0.000732898,0.317128901,0.000685745,0.007534642,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
170,ASV317,-211.354.145.673.905,-0.236965662,187.657.579.518.276,0.343427307,0.380247316,0.363811193,-615.426.151.453.328,-0.623188255,515.810.351.879.191,0.0016474,0.56048171,0.003590433,0.018583677,1,0.036911846,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
171,ASV318,-218.426.427.386.767,-155.412.520.757.341,0.630139066,0.326495635,0.361747072,0.364102504,-669.002.596.789.907,-429.616.526.883.255,173.066.391.891.294,3.42E+09,0.001264044,0.11142773,0.000385985,0.012995147,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
172,ASV322,0.64661465,119.809.884.001.643,0.55148419,0.344385839,0.371165493,0.362443691,187.758.779.991.829,322.793.703.286.774,152.157.205.037.734,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
173,ASV324,0.017298237,-0.172322476,-0.189620713,0.360837877,0.36878678,0.362588605,0.047939084,-0.467268583,-0.522963795,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
174,ASV325,-118.385.928.736.945,-0.356393115,0.827466173,0.325907597,0.345415537,0.354815348,-3.632.499.824.007,-103.178.078.815.762,233.210.365.995.798,0.002456399,0.318524915,0.034040937,0.027709681,1,0.34996167,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
175,ASV326,-15.380.026.409.937,-0.806465911,0.73153673,0.318283563,0.34697223,0.351581205,-483.217.740.705.164,-232.429.526.731.843,208.070.488.095.952,0.000266001,0.035666571,0.056304991,0.00300065,0.366674189,0.52254479,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
176,ASV327,0.092913638,123.035.253.340.335,113.743.889.546.685,0.342720319,0.379801835,0.365554103,0.271106301,323.945.916.114.768,311.154.733.245.241,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
177,ASV328,0.012345692,-0.081267034,-0.093612726,0.314342114,0.335877507,0.347047712,0.0392747,-0.241954381,-0.269740221,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
178,ASV330,-0.347952235,-0.319433447,0.028518788,0.321574144,0.354431518,0.368286827,-108.202.802.330.104,-0.901255759,0.07743635,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
179,ASV332,-0.759432357,-0.696079128,0.063353229,0.324412909,0.343774641,0.347654232,-234.094.370.573.549,-202.481.231.842.772,0.18223057,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
180,ASV333,-0.845769858,-0.858743281,-0.012973423,0.326626391,0.347451425,0.350028349,-258.941.065.903.856,-247.154.917.224.382,-0.037063922,0.025164642,0.03103597,0.971098119,0.283872569,0.319068776,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
181,ASV334,0.139223556,0.149428554,0.010204997,0.320845425,0.338604434,0.347447477,0.433927198,0.441307139,0.029371339,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
182,ASV335,-0.364630076,-0.388322154,-0.023692078,0.326999728,0.353425826,0.351372564,-111.507.761.471.358,-109.873.734.551.595,-0.067427227,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
183,ASV338,-0.628428319,-0.414166907,0.214261412,0.322217786,0.342884207,0.35140767,-195.032.163.017.177,-120.789.146.273.998,0.609723207,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
184,ASV341,0.27402729,-0.032494991,-0.30652228,0.325123792,0.350017104,0.353684114,0.842839856,-0.092838294,-0.866655493,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
185,ASV342,-127.260.366.028.225,-104.437.120.162.478,0.228232459,0.376664667,0.411497042,0.370107143,-337.861.172.603.777,-253.797.985.347.696,0.616665911,0.008144896,0.031816063,0.552732405,0.091879417,0.327088608,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
186,ASV345,0.410127641,0.350278809,-0.059848832,0.327487363,0.342553781,0.370014044,125.234.646.272.524,102.255.128.476.525,-0.161747459,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
187,ASV348,0.43413271,0.204969554,-0.229163156,0.339296822,0.367159832,0.370713738,127.950.715.214.132,0.55825702,-0.618167423,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
188,ASV351,0.205671871,0.985620546,0.779948675,0.335695266,0.355594276,0.360104212,0.612674326,277.175.593.614.807,216.589.711.692.929,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
189,ASV355,0.305704885,0.285790438,-0.019914447,0.328817226,0.349188964,0.35414153,0.929710675,0.818440638,-0.056233018,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
190,ASV357,-0.29981467,0.044777457,0.344592127,0.327072937,0.355066847,0.356027489,-0.916659976,0.126109936,0.967880677,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
191,ASV359,0.891697371,0.733681028,-0.158016343,0.359934051,0.376240555,0.37180742,247.739.097.641.049,195.003.174.890.447,-0.424995129,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
192,ASV361,-118.677.286.299.809,-0.683800394,0.502972469,0.330660105,0.35580464,0.349945518,-358.910.206.117.095,-192.184.226.104.684,143.728.793.026.431,0.007093742,0.090857014,0.188573012,0.080021753,0.934065731,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
193,ASV364,-0.731997152,-0.744232389,-0.012235238,0.316821085,0.345223814,0.351572943,-231.044.329.873.705,-215.579.679.070.139,-0.03480142,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
194,ASV370,0.568233349,0.848463943,0.280230594,0.321197561,0.343393832,0.347975858,176.910.853.872.484,247.081.881.674.762,0.805316195,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
195,ASV371,-195.403.478.428.371,-128.001.270.562.689,0.674022079,0.35414252,0.389021208,0.364797053,-551.765.087.370.371,-329.034.171.057.788,184.766.316.957.184,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
196,ASV373,-0.074157017,0.03005098,0.104207997,0.329198717,0.360912486,0.371768199,-0.225265206,0.083263898,0.280303688,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
197,ASV377,-0.935758906,-0.466300241,0.469458666,0.324080896,0.347437979,0.347196063,-288.742.384.384.698,-134.211.073.341.664,135.214.282.486.547,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
198,ASV379,-109.617.867.222.891,-130.766.794.150.195,-0.211489269,0.316225987,0.343688953,0.35803298,-346.644.082.305.564,-380.480.061.796.196,-0.590697732,0.003453343,0.001726204,0.56351798,0.035502482,0.01947264,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
199,ASV380,-0.618119747,-0.196015461,0.422104286,0.333380731,0.35378717,0.350667799,-185.409.559.980.835,-0.554049095,120.371.555.770.068,1,1,1,1,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
200,ASV381,-0.47919798,-131.048.100.394.195,-0.831283024,0.335033696,0.352124394,0.347215852,-143.029.786.450.543,-372.164.219.908.774,-239.413.903.539.528,0.186417528,0.004758529,0.040283118,1,0.053679119,0.414135114,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
201,ASV382,-0.672556669,-0.301875317,0.370681352,0.32971685,0.34451686,0.352533783,-203.980.072.119.583,-0.876227994,105.147.753.224.174,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
202,ASV385,-0.072127219,0.2200993,0.292226519,0.326845903,0.354474262,0.355288963,-0.220676528,0.620917576,0.822503792,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
203,ASV388,-119.346.524.987.558,-114.301.079.739.705,0.050454452,0.321873669,0.34389209,0.345479073,-370.786.853.466.537,-33.237.484.354.374,0.146041993,0.003453948,0.006786043,0.886530172,0.038962653,0.069764679,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
204,ASV389,-0.760488129,0.543059221,1.303.547.350.134,0.326986389,0.351869569,0.353047336,-232.574.857.585.508,154.335.375.735.053,36.922.735.763.461,0.040168917,0.151009092,0.003549065,0.412961059,1,0.040035626,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
205,ASV390,0.242107107,0.418716952,0.176609845,0.320641943,0.335927127,0.353600467,0.755069983,124.645.173.979.019,0.499461573,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
