"taxon" "lfc_(Intercept)" "lfc_Soil.originSoilB" "lfc_Plant.conditionHealthy" "se_(Intercept)" "se_Soil.originSoilB" "se_Plant.conditionHealthy" "W_(Intercept)" "W_Soil.originSoilB" "W_Plant.conditionHealthy" "p_(Intercept)" "p_Soil.originSoilB" "p_Plant.conditionHealthy" "q_(Intercept)" "q_Soil.originSoilB" "q_Plant.conditionHealthy" "diff_(Intercept)" "diff_Soil.originSoilB" "diff_Plant.conditionHealthy" "passed_ss_(Intercept)" "passed_ss_Soil.originSoilB" "passed_ss_Plant.conditionHealthy"
"1" "[Rhizobium] sphaerophysae group" -0.000474731602520579 -0.802044504855599 0.351117583092474 0.164477717684852 0.297976702142653 0.275352432921786 -0.0028862973611428 -2.69163494692155 1.27515700285172 0.997767746759283 0.0274270823664078 0.238036613103545 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE
"2" "Abditibacterium" -0.924321733387121 2.28059902607051 -0.314744871223908 0.160046284117739 0.319865296327183 0.297493670170607 -5.77534016789256 7.12987326933316 -1.05798846423659 0.0286966480702018 0.0191093990429622 0.400968578014054 1 1 1 FALSE FALSE FALSE FALSE FALSE TRUE
"3" "Achromobacter" -0.655352327981769 1.66085772312668 -0.341083370186993 0.213763954683059 0.345926923604707 0.323848946502503 -3.06577565405468 4.80118085582881 -1.05321747645197 0.0154465963637059 0.00135349220981004 0.323009888575276 1 0.481843226692373 1 FALSE FALSE FALSE FALSE FALSE TRUE
"4" "Acidibacter" 0.692925520967272 -2.17896014747723 0.446360190928214 0.187034138826275 0.296550214389706 0.273909526627861 3.70480771754129 -7.34769371845334 1.62958987379306 0.00300921880420831 8.88165989008463e-06 0.129138932666433 1 0.00366812553460495 1 FALSE TRUE FALSE FALSE TRUE TRUE
"5" "Acidovorax" 0.146769038709328 -0.337970277598728 -0.047240492832546 0.127000314896528 0.259123365657457 0.236080603314733 1.15565885666431 -1.30428329664991 -0.200103236645693 0.312150055707873 0.262123755150948 0.851161489931581 1 1 1 FALSE FALSE FALSE TRUE TRUE FALSE
"6" "Acinetobacter" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE FALSE FALSE
"7" "Actinocorallia" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"8" "Actinophytocola" NA NA NA NA NA NA NA NA NA 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"9" "Actinoplanes" 0.319943110144035 -1.33183726920105 NA 0.198574174150678 0.261675374022921 NA 1.61120201814996 -5.08965459273364 NA 0.353622200739279 0.123507905233692 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"10" "Actinopolymorpha" 0.035592676251747 -0.0483354034052852 -0.0604592282079126 0.18884108869476 0.24184342015124 0.218665195707797 0.188479512047712 -0.19986238771788 -0.276492232850374 0.856714106615993 0.848189909163673 0.791447577582509 1 1 1 FALSE FALSE FALSE FALSE FALSE TRUE
"11" "Adhaeribacter" 0.339891428719504 -1.81257582942909 0.0797280685809635 0.175047472536373 0.352233230686939 0.330224142392259 1.9417100046896 -5.14595350896942 0.24143621966397 0.0881133170384454 0.000878679626679417 0.815290290315912 1 0.318082024857949 1 FALSE FALSE FALSE FALSE TRUE FALSE
"12" "ADurb.Bin063-1" 0.213567155335717 -1.79211587236074 0.175868235517457 0.125736816132298 0.234955241428235 0.211742483305077 1.69852523632383 -7.62747773349046 0.83057605055131 0.13321416336574 0.000123430436101796 0.433624246734086 1 0.0475207178991914 1 FALSE TRUE FALSE FALSE TRUE TRUE
"13" "ADurb.Bin118" 0.0298346975957557 -1.21912285874279 0.222555136694043 0.122104108653113 0.243385017852017 0.220216368698846 0.24433819569916 -5.00903001138732 1.01062031859401 0.82272676652464 0.0153164815551609 0.386634030349708 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
