"taxon" "lfc_(Intercept)" "lfc_Soil.originSoilB" "lfc_Plant.conditionHealthy" "se_(Intercept)" "se_Soil.originSoilB" "se_Plant.conditionHealthy" "W_(Intercept)" "W_Soil.originSoilB" "W_Plant.conditionHealthy" "p_(Intercept)" "p_Soil.originSoilB" "p_Plant.conditionHealthy" "q_(Intercept)" "q_Soil.originSoilB" "q_Plant.conditionHealthy" "diff_(Intercept)" "diff_Soil.originSoilB" "diff_Plant.conditionHealthy" "passed_ss_(Intercept)" "passed_ss_Soil.originSoilB" "passed_ss_Plant.conditionHealthy" "diff_robust_(Intercept)" "diff_robust_Soil.originSoilB" "diff_robust_Plant.conditionHealthy"
"1" "ASV6" 0.0779974626378125 0.603331252245851 -0.486172679284892 0.11745039478538 0.220125466830274 0.196893466168256 0.664088552280638 2.7408516648873 -2.46921692601741 0.525307159370771 0.0254157499038072 0.0387577403806645 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"2" "ASV9" 0.0105469097119273 0.193892174724029 -0.275877131429517 0.11240945030969 0.229484989738241 0.206271705467405 0.0938258276583545 0.844901337317048 -1.33744534086432 0.931162720069725 0.460220153030503 0.273435954546945 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"3" "ASV10" 0.171590913658857 0.0763850636766099 -0.354705450606838 0.111199969026934 0.226972033847152 0.203749982677039 1.54308418572757 0.336539539175339 -1.7408857951614 0.262779164333617 0.768495335256803 0.2238301110387 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"4" "ASV11" 0.611568924265498 -1.0285369358652 -0.323651029063208 0.213246234918921 0.397806982169468 0.376353836172809 2.86790022106615 -2.58551755491068 -0.859964740507116 0.0131961592174373 0.0226188090114981 0.405388755577732 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"5" "ASV14" 0.588973986656387 -0.902937363432642 -0.443232330979244 0.209932675653146 0.370156417994955 0.348427771639409 2.8055374649228 -2.43934001826479 -1.27209243078921 0.0158803152479177 0.0311954463510417 0.227439146746458 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"6" "ASV15" 0.451144735385322 -0.852146787911467 -0.316122297781204 0.201350129438019 0.38152843788302 0.359915846477523 2.24059818905752 -2.23350792050983 -0.878322810387696 0.04665234523267 0.0472353429780687 0.398547731891273 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"7" "ASV17" -0.119377443972924 -0.00505878830523031 0.114763559853666 0.167343281320226 0.324310254900954 0.302076779124961 -0.713368609908421 -0.0155986072866406 0.379915199659193 0.488227078879446 0.987791472614057 0.71014266634855 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"8" "ASV20" -0.452408979541577 0.431294568395612 0.670749189050306 0.222255292711754 0.32405936328428 0.301822982572129 -2.0355374849422 1.33091222553955 2.22232642237578 0.0812461679001407 0.224930497841927 0.0616651857284557 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"9" "ASV21" -0.21170226755136 0.114037632037146 0.180316786668161 0.158630439991308 0.313183142785446 0.290819776327812 -1.33456269529959 0.364124425800497 0.620029314873375 0.204924195169659 0.721618975484079 0.545953855190778 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"10" "ASV23" -0.0200763017765045 -0.949827045711257 0.37581099715573 0.14416672653038 0.244087711694299 0.220964719336125 -0.139257526751666 -3.89133495954455 1.70077376281983 0.892313054015338 0.00366748912672105 0.123198529850113 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"11" "ASV24" -0.18264501800428 0.0984124699425225 0.137827449668625 0.16664001735129 0.32878836179162 0.306606521540357 -1.09604536117666 0.299318593292832 0.449525499249643 0.292948610027928 0.76942865237958 0.660456070762901 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"12" "ASV25" -0.339031620413942 -0.278946970204809 0.692041300264165 0.161108479120736 0.312006168220187 0.289628954148262 -2.10436857367307 -0.894043126762648 2.38940648147321 0.103143512970173 0.421830892575439 0.0752162490237023 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"13" "ASV26" -0.585683389606356 -1.34239858978555 1.54622381485827 0.289325969440115 0.397141288527056 0.375681775717311 -2.02430286759164 -3.38015368476124 4.11578073465495 0.0736087543300052 0.00812499493071985 0.0026143511907244 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"14" "ASV28" -0.379370756499649 0.165277643006408 0.388207083896556 0.228763969990364 0.342529308746099 0.320503069319171 -1.65835011744039 0.482521170557468 1.21124295227876 0.128238278471532 0.639823791447383 0.253648505174205 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"15" "ASV30" -0.616190787229697 -0.667214611606715 1.10281450870456 0.249570230240464 0.346352073790937 0.324368280577844 -2.46900756807408 -1.92640570707094 3.39988394284409 0.0387703934097016 0.0902196479443647 0.00936207490398719 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"16" "ASV31" 0.12726650202505 -0.917757901420373 0.165146365829359 0.131600002230484 0.250493285560131 0.227425277828346 0.967070667690078 -3.66380240240039 0.726156597042861 0.358775597859265 0.00520468741110644 0.486197267144073 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"17" "ASV32" -0.0126302903953068 0.232576694566403 -0.190084866486094 0.197764294969167 0.36766611790429 0.345911545972431 -0.0638653726511953 0.632575816047718 -0.549518709911012 0.950223230623914 0.539937160268892 0.593630209509413 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"18" "ASV36" -0.590573939606771 0.295287380780383 0.958008381234976 0.159977518897047 0.287907618073745 0.265245510852134 -3.69160581860775 1.02563239818388 3.61177981168185 0.0344780927445525 0.380538554143874 0.0364578667490722 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"19" "ASV38" -0.0048431695318182 -0.941363404585995 0.500357175988004 0.140569073974119 0.244900871349432 0.221784446301725 -0.0344540189025496 -3.84385486012759 2.25605169492949 0.97326715239551 0.00394320157563601 0.0505014079809604 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"20" "ASV39" -0.384905787903767 0.812452415270249 0.137059709128517 0.151780516715139 0.294451549710116 0.271866663619768 -2.53593673439758 2.75920577110258 0.504143124072793 0.0349310489023772 0.0247050609028025 0.627749304619623 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"21" "ASV41" 0.335690935271978 -1.72702908073194 0.724932668219829 0.222748069607682 0.339148927247088 0.31708483647568 1.50704307275577 -5.09224397302518 2.28624199213459 0.159968119907197 0.000348244450801274 0.0430612132929174 1 0.223224692963616 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"22" "ASV43" -0.105710818262474 0.343798139191332 -0.212896044500152 0.177906125140371 0.341173321411801 0.319131933689164 -0.59419437177369 1.00769350243644 -0.667109812669243 0.563416852097467 0.33348946871854 0.517324848335366 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"23" "ASV45" -0.517661401931058 -0.795515527266627 0.937766180272082 0.238087582802716 0.358628823157098 0.336778642574115 -2.17424779502256 -2.21821414202993 2.78451796439469 0.0662005421399322 0.062040550103044 0.0271213558865377 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"24" "ASV50" 0.0382759048356811 -0.69241839152341 0.101454492738408 0.102486584326851 0.204007357569695 0.18086973659608 0.373472343595834 -3.39408538874319 0.560925750475201 0.719850722475214 0.0115350351540826 0.592341552215615 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"25" "ASV51" -0.552101855938672 0.171918219822822 0.656878436885316 0.218695231603818 0.318800394123286 0.296502854117774 -2.5245262637406 0.539266020343558 2.21542028268097 0.0450110960437478 0.609116078618364 0.068629211468126 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"26" "ASV55" -0.111464409994397 -0.197793272754916 0.140328552996007 0.128162611791543 0.252250671907597 0.22919892345422 -0.869710818438178 -0.78411395798926 0.612256597374622 0.409793158193664 0.455560622027176 0.557365065198322 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"27" "ASV56" -0.0554922620434423 -0.514559062174383 0.269480628117875 0.161390226190014 0.259126367294772 0.236142140838183 -0.343839049944127 -1.98574567129651 1.14117974522191 0.738863865917462 0.0783315521554201 0.283249404963406 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"28" "ASV58" 0.0657147114645592 -1.70512321794006 0.132331110616461 0.137937901497273 0.219518928596266 0.196287175518035 0.476407939741335 -7.76754528114558 0.674170945031008 0.650636910725539 0.000239547311765481 0.525310530576454 1 0.1547475634005 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"29" "ASV59" -0.00869147085878025 -0.896136623411884 0.535734823707411 0.150809183690358 0.259420751968075 0.236439538097015 -0.0576322386083968 -3.45437524412914 2.26584279439587 0.955176918918547 0.0061807076376948 0.0469006998569031 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"30" "ASV60" -0.380148619776351 0.509008871671524 0.0902640736584849 0.238651683596521 0.42014928708427 0.398902380311383 -1.59290147904028 1.21149526446639 0.226281110651746 0.15521031329238 0.265011103299928 0.827448248786987 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"31" "ASV62" -0.801436775052028 1.02484237953318 0.461577848878387 0.138625594494686 0.265414888816039 0.24249678828471 -5.78130451287441 3.86128443699896 1.90343901930964 0.000676347349969107 0.006201182375313 0.0987055510018228 0.440978472179858 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"32" "ASV63" 0.111807780017258 0.0853120006090592 -0.420521187945879 0.216096039773988 0.380550276032469 0.358927853243527 0.517398561001842 0.224180629951193 -1.17160366392786 0.61428204366965 0.826388280585583 0.26409363567812 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"33" "ASV66" -0.486185960983553 0.417215502926594 0.381448256695787 0.234087243041248 0.356716912303319 0.33484620218892 -2.07694342787352 1.16959832443221 1.13917450519739 0.0714538612804218 0.275826656194233 0.287589635961824 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"34" "ASV67" 0.0301904728109308 -0.793307056935896 0.0139115079921602 0.109359648578846 0.221278484734074 0.198046561054109 0.27606592745371 -3.58510705588602 0.0702436231061814 0.791759776279315 0.0115717699301789 0.946282456766213 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"35" "ASV72" -0.336782125316327 0.617508730849303 -0.0709747572961555 0.159328497143537 0.29383783696812 0.271245689963282 -2.11375950538795 2.10152898354033 -0.2616622491062 0.0581963913292775 0.0594427460295709 0.798416630230511 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"36" "ASV76" -0.498394228183677 0.919095691231834 0.109273690166488 0.145603887346922 0.286313539507161 0.263632714872242 -3.42294589289489 3.21010208882856 0.414492147605592 0.0187782411586043 0.0237260416451656 0.695696616823527 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"37" "ASV79" -0.335737448440691 -0.464462256980118 0.88584220819548 0.195768377512599 0.324926279812615 0.302699931416641 -1.71497283017062 -1.42943887840643 2.9264698014622 0.124692512490114 0.190743204730914 0.0191010960459567 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"38" "ASV82" 0.149174063963404 -1.65425681933994 -0.028069003601481 0.110376988481289 0.217980612140989 0.194750420324669 1.35149605018161 -7.58900896319155 -0.144128077129112 0.225264355084198 0.000272316156778998 0.890118471900712 1 0.175371604965674 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"39" "ASV83" 0.100957047076335 -0.847421605922402 0.172965997084217 0.129274245882096 0.211682203081305 0.188474203211349 0.780952512137748 -4.0032728003918 0.917717088795743 0.457315085463163 0.00393177533362367 0.385598630780318 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"40" "ASV91" 0.261936484242042 -2.34804162146496 -0.00793683897850832 0.115155389322274 0.220493301765365 0.197261248773969 2.274635045599 -10.6490383275389 -0.040235165435877 0.0632638650207117 4.04228863990722e-05 0.969211058440162 1 0.0263961448185942 1 FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE
"41" "ASV93" -0.18879915612555 -0.0150619449975672 0.102744880138807 0.132243743971044 0.232488727357379 0.209288950743516 -1.42766039780974 -0.0647857002305931 0.490923576107567 0.187153846120553 0.94976081974637 0.635228441339248 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"42" "ASV97" 0.030394696247414 0.791611530002551 -0.68213248748201 0.248254029041466 0.369249924448472 0.347511862096537 0.12243384876681 2.14383667426591 -1.96290418222477 0.906553354358706 0.0757480372944974 0.0973026252492997 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"43" "ASV99" -0.238003518355895 0.94630095637384 -0.328237667018176 0.196917652148893 0.289994559894971 0.267357021996983 -1.20864491201599 3.26316795982852 -1.22771290825449 0.254602190274398 0.00852829869618118 0.247669436680612 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"44" "ASV100" -0.311082384402888 1.34972628297213 -0.606449187003656 0.195418114204759 0.236044935027832 0.21286491429335 -1.59188100688013 5.71809042550725 -2.84898612350886 0.145875250700275 0.000287648589898603 0.0191207819493842 1 0.184958043304802 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"45" "ASV103" 0.0710883458018038 -1.49128285767806 0.370470055740813 0.128418673840394 0.235397952938971 0.2122140583803 0.553567045009019 -6.33515644065387 1.74573757539149 0.597104547194286 0.000390744602129685 0.124363921978413 1 0.250076545362999 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"46" "ASV104" -0.0914244105973836 -0.0949518875978896 0.0931472642595248 0.106751093173276 0.210259400979676 0.187060436856864 -0.856425989464909 -0.451594017463541 0.497952778388943 0.424639661496389 0.66742592600794 0.636239215999903 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"47" "ASV109" -0.106509057681641 -0.359270369786231 0.151413944867276 0.12801573679045 0.228846623717729 0.20563088258568 -0.831999724033824 -1.56991772021672 0.736338544888494 0.426932801377324 0.150881087169007 0.480276156721098 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"48" "ASV110" 0.0659807981205788 -0.886449802371588 0.251069269719589 0.15539612027657 0.266505514272815 0.243599220117989 0.424597461012206 -3.32619685108711 1.03066532642421 0.681100081385575 0.00885252123253645 0.329598652052218 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"49" "ASV114" 0.0148757522788841 -0.378730170978038 0.120581167985088 0.129117914270013 0.224771099071119 0.201543478873116 0.115210599264915 -1.68495937664213 0.598288610771678 0.911117501775004 0.130487400620787 0.566196404482188 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"50" "ASV117" -0.151652776804431 0.656299714186068 -0.231322321114284 0.127075542754809 0.235802743123971 0.212621258350556 -1.19340648496811 2.78325733403798 -1.08795481180388 0.271583219068694 0.0271705926391997 0.312649282217408 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"51" "ASV120" -0.818689769642764 1.40397427999566 -0.579751285379585 0.161881041934009 0.330568669338705 0.308407239164601 -5.05735421431562 4.24714865690168 -1.87982385546457 0.0369447823197843 0.0512160450937897 0.200887598277697 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"52" "ASV121" -0.11970772887934 0.145560142056953 0.00878579722031442 0.152962384111528 0.310807199990795 0.28841586267761 -0.782595862209228 0.468329376093166 0.0304622538398145 0.456402532345808 0.652044248422993 0.976444650861516 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"53" "ASV123" -0.356668262437705 0.230475327543372 0.306704683677012 0.209970529763496 0.295894200977834 0.273326392583328 -1.69865867766988 0.778911268898566 1.12211880008444 0.127812063697104 0.458450294651008 0.294359180413125 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"54" "ASV125" -0.281787854732857 0.0907960375017278 0.284298547475025 0.163529526036005 0.223190491452598 0.199960197797524 -1.72316193633934 0.406809613217825 1.42177568639385 0.123153449541451 0.694814239915171 0.192883164741012 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"55" "ASV129" 0.0109092906472019 -1.19884426973217 0.557072720967243 0.163827327596075 0.268450751544154 0.245565727360334 0.0665901764209895 -4.46578846524474 2.26852796990606 0.948363772619579 0.00156413716422962 0.0494820048752385 1 0.982278139136204 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"56" "ASV131" -0.229303669928696 1.31438457357069 -0.755840403635467 0.21060187183628 0.264043616714066 0.241110802273312 -1.0888016707988 4.9779070213011 -3.13482596594192 0.304535981105954 0.000761617069941663 0.0120278315900642 1 0.48515007355284 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"57" "ASV133" -0.473946315170256 1.45068991685782 0.159732772273062 0.304439440920775 0.418335660305496 0.397072543661095 -1.55678355516883 3.4677653724247 0.40227604457435 0.194511245322447 0.0256357214608463 0.708050509486832 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"58" "ASV135" 0.104139800232473 0.0140273925184691 -0.2959853454473 0.120138761033215 0.235817556287055 0.212636160583468 0.866829317506293 0.0594840890531232 -1.39198029457983 0.414758114438555 0.954229114237502 0.206552970493418 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"59" "ASV136" -1.13397888153176 1.00895569339093 0.510878945074013 0.19755618672492 0.399740853413723 0.378306129578571 -5.74003224262841 2.52402446428633 1.35043792613967 0.00121532124649385 0.0450416065694668 0.225584078685149 0.789958810221004 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"60" "ASV138" -0.474115106339605 0.607139111929842 0.110100157990665 0.131627106807257 0.222828813091695 0.199598072743823 -3.60195644985085 2.72468853334511 0.551609324063838 0.00696248937923027 0.026059011381036 0.596282986285923 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"61" "ASV139" -1.52732964158529 1.9666674558189 -0.0747291169282168 0.133032199687411 0.271921767976754 0.249075301311877 -11.480901955873 7.2324752462886 -0.300026203058349 0.055310735532879 0.0874678232760278 0.814437537931914 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"62" "ASV141" -0.415543820194884 0.193629269504904 0.358071890423018 0.177435624008641 0.348933410831395 0.326978058278439 -2.34194132388345 0.554917538688969 1.09509455254671 0.0576905712864661 0.599012310164048 0.315475383643312 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"63" "ASV143" 0.232158750923313 0.828236703925485 -0.990122735687384 0.110441444959885 0.225300731506815 0.202074260826077 2.1020980937694 3.67613854773673 -4.89979639979764 0.126312700940825 0.0348507562297344 0.0162691918555395 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"64" "ASV146" 0.0136266385697598 -0.787609056051059 0.200263068630427 0.141641865742188 0.219991147640061 0.196759184371852 0.0962048791037714 -3.58018522336048 1.0178079832449 0.926490733866746 0.01164050438441 0.348040895809226 1 1 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"65" "ASV148" 0.149500234490103 -2.13394191951498 0.0834377812636805 0.110968356751083 0.21631135307265 0.193084454986991 1.3472330209003 -9.8651406373399 0.43213101370228 0.226554972481763 6.25791963313144e-05 0.680744424275082 1 0.0407390568116857 1 FALSE TRUE FALSE FALSE TRUE TRUE FALSE TRUE FALSE
"66" "ASV149" -0.273738605274811 0.283238957718982 0.144927479271876 0.12908178053053 0.263839238670007 0.240904244240963 -2.12066028334702 1.07352855908305 0.601597866108631 0.16802939199834 0.395371569625891 0.608552344764742 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"67" "ASV150" 0.35329316166093 -1.75788058254859 -0.119026344141099 0.144239349577972 0.229823190040837 0.206611268352195 2.44935354114273 -7.6488390150543 -0.576088347409025 0.0441490968879601 0.000121263963827343 0.582595232594555 1 0.0785790485601183 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"68" "ASV152" 0.00119212158158979 -0.0387743692622326 -0.104854098120265 0.137615947049777 0.267849095748739 0.244957464977522 0.008662670331067 -0.144761994263388 -0.428050225494807 0.993300401993675 0.888479377613293 0.679905083223006 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"69" "ASV156" -0.108261441300041 0.254943457189499 -0.0898456055066016 0.203620145624612 0.370113639601513 0.34838454944051 -0.531683350721244 0.688824809223424 -0.257892049606935 0.623101883849094 0.528805896111181 0.809214987661721 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"70" "ASV157" 0.976551530829162 0.0336566919119811 -2.02860599515073 0.118850132389729 0.242812449214817 0.219679426348173 8.21666338264468 0.138611887573379 -9.23439226364132 0.00377309837265287 0.898538238332043 0.00268663439032133 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"71" "ASV158" -0.283348692078735 0.765531698025867 -0.0104909374124755 0.109051936960503 0.220144041550266 0.196912036490847 -2.59829123604984 3.47741275500783 -0.0532772785220937 0.0407556418851937 0.0131840262174471 0.959240573151725 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"72" "ASV159" -0.396569390403183 0.138872012188442 0.506507901636273 0.245453631496671 0.29632121710966 0.273758465712139 -1.61565908797141 0.468653623736464 1.85019995753802 0.15020200479642 0.653561297090654 0.106735771152081 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"73" "ASV161" 0.44042712234346 -1.7910628967462 -0.253188840546113 0.16357986771421 0.225199172567722 0.201972471868997 2.692428649673 -7.9532392429532 -1.25358093706125 0.0309766293220193 9.46239403994539e-05 0.250238875793666 1 0.0614109373192456 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"74" "ASV162" -0.564928130565902 1.30749551999569 0.131356210987475 0.24661362364524 0.307723850849069 0.285296124717937 -2.29074177742332 4.24892486035144 0.46042059322517 0.0705839055859796 0.00810013028414515 0.664545111259965 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"75" "ASV163" 0.21386980924588 -1.59033987185028 0.16300225935196 0.107818000171045 0.209782663361002 0.186587100081914 1.9836187733643 -7.58089275048226 0.873598760473794 0.0877126181055816 0.00012830823726761 0.411301985236375 1 0.0830154295121435 1 FALSE FALSE FALSE FALSE FALSE TRUE FALSE FALSE FALSE
"76" "ASV165" -0.119036085917777 -0.614887085521049 0.53913658498827 0.176766344785786 0.255825913567147 0.232808558325671 -0.673409217473101 -2.40353714347104 2.31579366697543 0.519663758226964 0.0429390588566702 0.049241709688561 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"77" "ASV166" 0.201031516350992 -0.69683738439065 -0.124619343738026 0.123363790680334 0.23858336757904 0.215419650165809 1.62958283984572 -2.92072909969215 -0.57849571124132 0.154312208736763 0.0266060443158119 0.583974962415154 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"78" "ASV172" 0.0760807160850827 -0.25522506107289 -0.0919597683743958 0.11899947174104 0.219996450830072 0.196764485898691 0.639336586725739 -1.16013262991242 -0.467359584502173 0.546222823075588 0.29006692330923 0.656733736630016 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE FALSE FALSE FALSE
"79" "ASV177" -0.217085326552303 0.434722627001577 -0.243924095046952 0.141237870485023 0.287666998670607 0.265002063165732 -1.53701925557794 1.51120089899278 -0.920461116917426 0.158666218956056 0.165023434516625 0.381341755497586 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"80" "ASV179" -1.54363060035878 1.80137186063606 0.112301089952619 0.135824286424622 0.277624642838769 0.254842902230615 -11.3649085961917 6.48851572474497 0.440667913328795 0.0558723721568039 0.0973489161179755 0.735760576616597 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"81" "ASV182" -0.323089034932014 0.404477336485431 0.294538392624184 0.145248873499379 0.222988461339272 0.199757910397264 -2.22438238003544 1.81389357124639 1.47447674056276 0.0677878542548301 0.119628045483134 0.190794871273882 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"82" "ASV183" -0.403449998770067 0.295292873470545 0.124649768267764 0.149992972631132 0.306465578774119 0.284022978812308 -2.68979267290239 0.963543359915767 0.438872125026677 0.0433094218695582 0.379528139801449 0.679070474548953 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"83" "ASV185" -0.258979863979099 -0.00110674516506904 0.313774994756894 0.132379648826147 0.228995376640018 0.205780194411932 -1.95634197760425 -0.00483304589510926 1.52480658137963 0.0821257728301858 0.996249235177404 0.161645798941104 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"84" "ASV187" 0.172983017916762 -0.00788239737841994 -0.311181849734227 0.137772060196083 0.281598691488049 0.258862833972426 1.25557400876901 -0.0279915980318199 -1.20211095953378 0.298163318273639 0.979426812838712 0.315554477905689 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"85" "ASV188" -1.00790833693539 -1.47208806489407 2.09590069779999 0.124714829183431 0.254883029460679 0.231856443391115 -8.08170402457076 -5.77554366019953 9.03964827177327 0.00395847331822117 0.0103204850390858 0.00285895022729425 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"86" "ASV191" -0.291540156822143 0.441311544201334 0.383416667251934 0.144445284659056 0.256077899049262 0.233063029125262 -2.01834319140487 1.72334881627734 1.64512007198646 0.0833337728079387 0.128488860859494 0.143942155613128 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"87" "ASV193" -0.144058053609509 0.92180646406299 -0.473058098631076 0.143786441788692 0.247428517609737 0.22433330584392 -1.00188899466068 3.72554656580424 -2.10872878127248 0.373090739356901 0.0203757628452669 0.102637480481288 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
"88" "ASV197" 0.0883279738948547 -0.488085554168909 -0.196350789749069 0.121522877526189 0.233366046716382 0.210170784830899 0.726842350123082 -2.09150200312601 -0.934243976426365 0.494691601009544 0.0814289533948122 0.386233801203131 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE FALSE FALSE FALSE
