"","Kingdom","Phylum","Class","Order","Family","Genus"
"8227b139da4100c44316fd0841416f3e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus"
"12e030bcb968fbdefdd17179fa6d32e9","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella"
"5e0b5c65cc414783636f74957aaeee4c","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"b280763a5aecc5954174f47ab640b1a1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44"
"caa32ca631aad53ddc9742cd718a2787","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planomicrobium"
"0c98d92583b4c35d053d8509230927c4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"bd8588b47780dec7fd797db7fb6b6500","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"a195df74148253557af62053dc9a7e35","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"c487ed0b02ae6269507375b528dbd88f","Bacteria","Acidobacteriota","Subgroup 25",NA,NA,NA
"8e3cffbe00397fd459dbc6dd9a4e5be6","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"09be63b3910001797276d8a216923036","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"ff15b67b3baea9753d0648e45d53c3cb","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"a2f7285defbc26b84aa6a149f4062ff9","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4e001700441c7a12ad879f34c3eb17f8","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"0d6372e7020f1fe6bf055b7ea35cadd7","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"68a864ba37c610dd5cf33a2e29cb8e32","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"30ea88e1b6830556ced0732b42a1dd49","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA
"7b558d6a289aa09a36e1b2977fc7c90e","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus"
"86da44ba2e6fa8e8f0ccabd3cb287051","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"b389c7d9a752ffabe2be5940b1b94f58","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Proteiniboraceae","Proteiniborus"
"41de7af89cdbf4ef2e2a91fc903c44ca","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"1d158bdf995dd45cfb0671f7e757ad8a","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"87086317cf764b5a592a07fb413e9dae","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"935ed366f33c30a9ac071be3b0466543","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"1eaecd46dc2e207bb830bb0f2b2ef546","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"dbe789c52d9834ff635fa1ea4f867e0c","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"5ef7f8872b42bf457ad031a31913dd71","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"35fbb24716db3c2b1900c96d4984722d","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium"
"39e15c2d26264c2ba203503cecf26dd3","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"9193ed9cc85e1eaf5f87ba7dbbf10ae0","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"1a4bede1de1d7b5d2ee6f4ea91d4598c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"4a1f5981bdb845a4045464ee6c181e4d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"cc07159251aabdec3e0f41888a05b00d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"c5ad95925887d0d2803d76d010fb01d7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"f5110ca77380b1ac9e3743497b499a6e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"07d01957a35721230105141765181069","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"228e7c3a2100edd567e493bd98f000f7","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"05cc471fa84d1dbb98f134ef7299328d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter"
"9834118a89bc3a7d803a6a37f97dbf2a","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"55440921c9025d9ae345f001fb03f52d","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"91013c3241bcfa34bd760e3ae2f77389","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"3d86f406beded0ed83612224b1e4bc18","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"89a7d911f2cd1e44939b48fa095e9d83","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis"
"80f6011e4fbafed5638712f38a057fe5","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",NA
"3b224eb5908957d0ccbd58fd1142ec42","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"82200b855fae9d6599cbbe29dbdb48c5","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"381dc6e964d5639484c3d60ec62ec395","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"9110e17baacad11e3648eb2779637410","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"cb6b76a12fca76f504563615e1c115bc","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"5f3602be51ebeda693aff2e2a0eb9ec5","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"145dd61a924ea0f6d498f154f88867e4","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"d7edbcbfa25ceead775deaf8af09e147","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"17ee07c699944c52232ddea99004a255","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"8b54f491b209de8bc0fc18296b854deb","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"bc14a48beb039f5a3c0639dc524aacb9","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"249e97546805e8c40ee796bf6fccc716","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"40a72811588db891822fb5f9e0eb55fc","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"7308cd5155efc5a34d05062c56134018","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"35ae5d3478147e91aca88f421d5e33a5","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"c2aaa88244febc7e3e6888273cc5ca6f","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"3badc1d61d0be44bbb9d84dbf7c04290","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"d65f027438ef434e579388162ec82370","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"273d9b6138478df738be88e10e0a8f54","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter"
"1f655ae1c1293eae1c40754ef9d34807","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"96ff590a67c4e9cb62f1d390cfc26b40","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"b7730db37cf03806927b0026a2a1fdcf","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"5eec4edbb4a45dddd92bb1d1bad64e11","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae",NA
"d66f331729b650f3961ea49ca95e7829","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"f0f77120023a94d52877545d8071857e","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"0ffb0b2426df17e134b42ba486260117","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"2d45a3eff073dc9b1eca330627a5a5b5","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168"
"94800c3a1671ec0e520f601cc7c498fd","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"dcb113e1e56e6fa37c56cba9b770b358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"c314da17dab14cc7ac2083930926e46f","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"8733f5075465daedcab406e3fdce07bf","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"2d0da05d9c4bb8314fa1bcdb089c55c3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"650bb0395e1c86d580b0f0ddfba63a34","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"f776c7213c33a6d9a2bdf0a846bb58d9","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"a1568d2a56794ed34bed3804d35e1e32","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio"
"37f0af510550f48639161fea327c3656","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"b1189d686260ad397d191513429fdbc5","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"f4f2d7a16575c6eae42af90eb50ddd69","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"015b6c2b0bc1e7a2cdc08ddea726f1ed","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"ab93b7d43d05953d690fd4e1b8fa221c","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"ffdafdbf2eea384c20b1a49e3748d370","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"5ee294be0b4ea3145a276617c9330688","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"a0364826b23ee849719fe6a992d2ef84","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"4a654bea48b2e0b4d1ed5f9b59898af1","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ebe08abd772a0ffda23d6fd8d7ab0695","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"d73faba281a2d8797510bc194931a71b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Vogesella"
"2ee96bf5eea104ea79fce3e9aa2f5fd5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","HdN1"
"4f62cbcbbe0a04c94504fad59e183deb","Bacteria","NB1-j",NA,NA,NA,NA
"89b2932fe9c0dfcb789ccab299374775","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Laceyella"
"533108e1cb91420da7f3020b4fa6885e","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"f8dc8f4a6926457a4fde6769216dd81e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"229c13af90b87e9e6e99fdad3f214e3d","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"d64e3e672285d47e0e4739bedf835d2d","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"060dbde5ad770179cbbef2cfa0f79e25","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"4c3b8f46a71a35a6058d4ae8ccc71f96","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"e84d1f89db3985f58869c88c51c912c8","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus-Phycicoccus"
"a7b81fa8e3bddb791bd814de22e6e179","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04"
"27041a260ab9e06ae5fdbb36fff251d9","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Symbiobacterium"
"258c15a1f2ed16d03fc6c1d9acecfeab","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus"
"7fba55199b724f296769705eaf2eda2d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"e1f760eb652ff303f0dbdb47064d4b74","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"c812e19ce566489383c3df446d62d988","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"52675dd2bf6c26b39a30ff661c8ef531","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"cbc5e7eb49517506eecc033dad9d4d41","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"936b489204274d2223b19134e350d130","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"41aa704857c9e4d0430b9ac0b6431a63","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"2b8bbcfb9ceb4271fd29b88ead1a554d","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella"
"72e1ac509e2155ac763a4c1a517b0944","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina"
"c6a383ff66debb5af3b418bd6a429857","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839",NA
"a880ccd49642cae7d7c2cf5a3e6f600f","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"fe5bf91b5dfac4ce9cdc80e1bb5d6fcd","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"5919cff4579c007c4736b1bf963e173a","Bacteria","Firmicutes","Clostridia","Proteinivoracales",NA,NA
"8033ff3104554acf4129bc7d8ddc9a41","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"2e735373e0bbf66f34109784bf2ae67c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"e7e5fcb7775dfddbc343cb56111e019a","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Symbiobacterium"
"0896068e32da039f5a43219dba0b6c67","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA
"908c8c13fe0aaf96876c090d043200ba","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"586f657039de0f2c68be8f5602969f92","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"28f87e4c584f8472a35dcde312ba21cc","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"d3d689b0a493d32256c19c2980ea214f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"d489a8cd24d641e73740c9d15548fa22","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"cc1b28a3dd21119d356f45c356c68f3b","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"fb32dc15757c4afebddabf24a3d44714","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"c00fd163b3596cb8721353c5896fdc13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"c7d4c69c2e5a2b89ccda5e5b0b74d8bc","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"77340d9fc05cea36564f7844d0f47c86","Bacteria","Firmicutes","Clostridia","Gracilibacteraceae",NA,NA
"ab3b1cf2a0bbdf7f3b00aaa21dacc280","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Terribacillus"
"d8f2cf274b442fa80998b9218d759d3e","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"e0e8ddfc27ddd42c04e397808b874f1d","Bacteria","Chloroflexi","OLB14",NA,NA,NA
"37344a0fffbc569007109ce759156883","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"ee4f9b54b2fb4e2fba63bf1d0ef41d75","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudohongiellaceae","BIyi10"
"c1187a957f2732c123a1902c4f8eb0fd","Bacteria","Elusimicrobiota","Lineage IIb",NA,NA,NA
"209e6d8e483a602e5556959f72ff9574","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"9adc34f7c869750e2b4e581f8435d8f6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"65dd2b784f51bd698ec59fe08fe18448","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13"
"9788f713b522956b9acf6181fe70cdc5","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","211ds20",NA
"19bb6b0058714a6ef669b7c5767b0218","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"7632451e2ad5e627d47ecab4758d388b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"b26bb06ac24098646c6ec65326a76cf2","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae",NA
"4cd2dd012b8d5402d9795eed8ef9638a","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"d16bdcdc7efcab7fea529f33f24f1c78","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylophilus"
"5cbc1ae51b06973adfd98c79a8026390","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"1d3f462354cb6b6c9a4b3a049e2ad908","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"38d9d1335af35014561bc2df91c3ee6c","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"a78c5811c534c8f279fd5610ecfbb059","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"1145a8ea814994a44762a70a5711c382","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ab41ec1b2be3360209a49fdde237c3c8","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"3d993f3271a4a83a4842dc297db2c249","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"a4f8db020b6365e1673403e0d8c6fec5","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"cb6fbd952d07265839a5d248f28826ba","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans"
"533fa728b8b410a3303460a5ba828345","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA
"4055a43bc5add139db00b66cb0f6c470","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"bb4aec70a1e8c637120a1510999f80c4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"5fc79805b0d4bd36d7b960abe9987822","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Knoellia"
"61caaa52148e4c9a5f87b6546835f007","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"5048f54a7ade2b5acc4d031c207a755c","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"044b60d9b2638ff40b26d4f6c7cdf695","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ed00a6ccd82e2b0b666484095b44c2d5","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ureibacillus"
"883ec5bf7b6a481587c5fe5a7879fc94","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"f31f083c02c2b8af2041b73dc880f3df","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","mle1-7"
"25e681904be75352c66e4de24404554a","Bacteria",NA,NA,NA,NA,NA
"88b5e9a6e7c0bfc8799e20082eecbedd","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"e4fdbae0a2540be8331e173db2fb2253","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus"
"bff94a0c40ba1d915aa40ef874c6b6b1","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"667f59b2905a9f9bf1e8675d89fc4505","Bacteria","Firmicutes","Limnochordia","MBA03",NA,NA
"19d879d58d81cf2ea66846c8ad4f2d99","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"086ff5ec09f8c78168b8369bfdc035e4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter"
"e27699ad9b6b8756e7c12cfc081ee166","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"63c76a6f829a11fcbff2c1aa12ed5a8e","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"6ad1a29174e7ac09975ae3e311c9ea54","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"8feef56a6d0357fe4c03b4ee2d738f14","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae",NA
"ee7ac541698153980628ac1b05fa1caf","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"b9e52000c2a3c4d2c93ded058ef673b5","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"9418c2a240c5c868fb30f05eb1b14127","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"e9fa3b1645377e83af774b94fbd48a04","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"1032f41bf93afb63e5f59a924d9420cb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola"
"3363ecc27d7dd9fa4580a4e94871e721","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"3cb177780e37272afc39bcf6c86c6a26","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"0d82c512cf8b7c30cffcf75f82e7cacd","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"54befe005fcff103a7eec63116f487cb","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"12d5a46223b2ba9860015b4358ca10d5","Bacteria","Firmicutes","Bacilli",NA,NA,NA
"6decc1801a2a66cb73db49a3f4fa3fe1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"a1b45de6df1e5d5302f7fd6942004c03","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Nocardiopsaceae","Nocardiopsis"
"2cb3d2d324cd34d3cefe3e62c403c18c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"c2208d23cfea3af8797f07c2c0a88456","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingoaurantiacus"
"9773d7f51ce21288181a7a9fd8740a12","Bacteria","Firmicutes","Symbiobacteriia","Symbiobacteriales","Symbiobacteraceae","Symbiobacterium"
"41116b2e8c90c8b93401ca5bda3fb1ee","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudorhizobium"
"8049895edeedb5dd9848dbb8b7595d26","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"81f2c812ac503d7e4eb198cd1f5ad379","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"6b0bbab1df5449b246b4015534d7c658","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"68f956709d36afcba201cefa38549689","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"b014d7eae88ec22999348b4f48103a6c","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"950c3be8161f22cba18ce95b95af1dd4","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus"
"86e9c70f5ecb016f7c7fe2908f4c3629","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera"
"80dda8d5436dc8818c242fab6e3adf6a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
