"","Kingdom","Phylum","Class","Order","Family","Genus"
"01ea0ad9dd7d932142d123f573b01bf6","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"00da7fecf9f9ff50cb017ee6f0245fb0","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ce371bdafc8d5c1d9e3960233da9a304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"bad3a219e839a8db0b41efad6e8f14fc","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"7d5e14f74cec9bf3eee85de660b757fc","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"6a3b866e76e8be7f4889b4cfd7b1f856","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"abc2da718cf5669d366be72cd33c027f","Bacteria","Actinobacteriota","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"dd96223514e7645e9c0111ddf1507c46","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"0685e036a2243a08910c5a3903efeb0b","Bacteria","Myxococcota","Polyangia","Polyangiales","Eel-36e1D6",NA
"65b790ffb1ebbc9a4c0d9a9c80defd77","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade"
"cefebe36128b812eeccef623e54fb327","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"b8b08fc4429bdc71f80f538b7dc42332","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA
"650bcb784f1501afae59634f6a088f1e","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Sinibacillus"
"7997d8d4c453b87eb950696121021ca4","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"f2ff1ccc653cf6b6091995eccaf0972a","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"1950f2b95c537f283cfd3b58b7a4bbd5","Bacteria",NA,NA,NA,NA,NA
"3198216afb19ef79fc70a2151f7e765b","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae",NA
"36b9cc515d59b5d775883f208d0bf389","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria"
"1c2bb3f945e48679849ccbac949dfcf2","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",NA
"5fe6b2d7fef7163dfdf702cd6e8ddc12","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"feacfe06081ab8ab37701fac9c6a6f32","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Caproiciproducens"
"407e747e02b842af36afcac0ead1e8d6","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salinimicrobium"
"9f1b5b0f669fb176ccbcf9166c32670b","Bacteria","Firmicutes","Clostridia","Gracilibacteraceae","Gracilibacter",NA
"e6ab6fb06a53c0aad251c41adf3cf3ad","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"c3722b1c609002a4b2d687840b115c05","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"dea6a3a51401cf31c5fbd9da1dce4f94","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"ebf9e88092c69c793e8953ea3d10197c","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"e46e000800b493d722b5172521f3764e","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"0b921c8e14b08cb81efc98df3ad1ef95","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"ebd44b831ed9bda0d9b734b24d9e5bc1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"d9233734e6dfa843a344ad0c2a15e3b3","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales",NA,NA
"8745846c7d63fdc230e88ddbe0b95f8d","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Jahnella"
"5760b83864371bb4187797f24e6d03ac","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"fd3e3b7a5dddef5a0688b315be5ad79b","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus"
"fc36ecc24943af500ca58a17daac182e","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"a112f5980a96840384f04410f5e40a03","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea"
"3ac9d57444e0dd117cf0ca46a1b0c2ea","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"ad7b7e14fc69c551faf81c2405b1fb0f","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"6a971fff4ae6c2bd414f31f0470e8ee3","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"1e1df2afd8e621d964cf679e9dd4a04e","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea"
"cef29dbe1d50d8958e25059d1d3a323d","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"cb6dfc29086864bb92a013241a904f1d","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"84060545a142075b9d08504d332cc9e5","Bacteria","NB1-j",NA,NA,NA,NA
"fe7d45c276c3cec4ded7ac357059ee0f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Chiayiivirga"
"ded69b71e27c96ef2053a7cecfca2cbc","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"4a2b3cdfb7ac1ea7e3189dd2062dbc6b","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"f41aa9518fcedc6c0476418ec670ca60","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus"
"6f1e97b9f0afb5fece2b84c41ca82b05","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"9819a582693d9e82c63bce03917a128b","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"38e7e4956bd328f37ba513178fb6bb28","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium"
"9c1bdf47f6eb424dfe751b03df3bb0af","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA
"961510aa40276b4ada7525bcd58a9774","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"3dc8533aeddd97c71488848afbcd0015","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"05f9727898157c28166462119e4d7f78","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"1b542ca549ecc812cbb36453f3afa8fc","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Thermostaphylospora"
"5a24eaa074b01a96476acbf40e67a6f7","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA
"5db581c7b6d21d1430f9c19d03cbfef5","Bacteria","Planctomycetota","OM190",NA,NA,NA
"0456b40c23c8a78cf4413a7ce133543a","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"37fea3ff9c50c7b943988dabcabec12d","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"804b6c04352434e23c600c860f26015e","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"5f94816444842f21ca9bc1c12a31a852","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera"
"ad1e98355a9391c5ac3513e5210cfe81","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae",NA
"23abbc177e2ee9e89bebd8a17e67d255","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"c8b2012d0e1652fa1b03d8c0252abe87","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA
"7b0e5155fb5985db5cb4897ce3022b59","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"ae6844f9bb7769f7bd8edaab0c723abb","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"f2366eaed96ae8c53c66af447dd38578","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia"
"7401f0fa9d6a63d79a26e10af7383e99","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"58d04b862b01432f7aa3268439a1ea0e","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"f63f24150fbaee3ff9c853ac8c2c7f8e","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"f41afa66aa2c9085af2ec45ecf12a232","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"11fc1a953993129dfbed6e18aabd2d01","Bacteria","Planctomycetota","OM190",NA,NA,NA
"021827195f61cfa44c9f8b93ec810588","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"953b99fbaa6ac4ed3f95edc8235cf0c0","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Pedococcus-Phycicoccus"
"1eae40998280e29944a1629db0af8644","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",NA
"0fef55bc143fe2c28120f2ceccc7a3e6","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"720a8243b943de3500838e36de7b45d8","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"7320bcd1ff7206b89f4f0ff84a82739c","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"dd7d7ba184998d2329d8eff186a15a7a","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"76778d7bc4c346645a68b6be2946c7f3","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"297d745f3abb2f06ad0690ff94d84e30","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"9b58afcde113faf530f1b82cebfc61c8","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Pseudogracilibacillus"
"d498af2f51b8b5204feacfcc8a7995d0","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerosporobacter"
"21c250b8ed9439e7584fd380cfdb1e5a","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Incertae Sedis"
"3044b74a6b95ae44a0c50483cdfb1dd1","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"b644a827d462e9e951e6144b9534ca00","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA
"aceb01a2dfb4f1112fb379ccb696c0a8","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"7e9a9cbca000a86db630707d0818ed6b","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia"
"bbc149cd384d0898ca5e8db1853de4f1","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV",NA,NA
"ab59c3aa26090c8c3524cb6f7f7b2eb9","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"963ccea0c5295f646b8657dd5177c4c3","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter"
"48d95ad62fa9ea8c000ccc45eebf78fd","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"7b01299761dd92a7e1ff1e326ac9b558","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA
"3b26a1e72187b3429dfbc55430a3de33","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"37a6364fa05cc311d8c542138f8f3868","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"dd535dd67a4205cd0449cf476c4834c1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"f0a705a7b76e51bb263dcf25718517f6","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"64e537ec05da48a19251bb1bd4ace0df","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter"
"2f92cb2189974e7684fbf5bf2df38d32","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"5219889485288d90599d3ae82b538a30","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Thermopolyspora"
"1d30150806438cc2254c9687a19149e6","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"6fd8d1811027aa13ac4b24c1e94e035c","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"fa6c53afd05f0824e81e96c293d8f77e","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","BBMC-4",NA
"11a402fde2e09a0b7613d7e76608f706","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"1b2855113748b74a66953caebc87cd54","Bacteria","Myxococcota","Polyangia","Polyangiales",NA,NA
"8125539017ebd156db277bb18af2fc19","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA
"6e138f4e8e2cd3f4dd1d717d49cb09fd","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"367298458f4adf2fac5d79397c1d9562","Bacteria","Latescibacterota",NA,NA,NA,NA
"33f70772ce41b73606eee6e6c4282dcc","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"e9bd107b453102ba228b7904174ffb8b","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanomicrobiaceae","Methanoculleus"
"30e4775c2aef59d4fca0aa9949978e07","Bacteria","Proteobacteria","Gammaproteobacteria","CCM19a",NA,NA
"b1a7107b7ebd8f8cdbf9242b993639f8","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia"
"93e539c5b05da064675178a7d5d6e675","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae",NA
"1b4eb1000b97d2f2dae9c9ba67b0d038","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Eoetvoesia"
"8d99f2a591d3ede268a03b25064b9cc3","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea"
"bfacfc6dcc0f67d6f9decc1d4474f0a8","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"9a349f09858e5e3a0a8b66138984b088","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter"
"a09e52d4a9ccb81219ae8ef253f5fee8","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","Micavibrio"
"de9005ba52a421b7b1c083918387ff04","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA
"e101000d13d928f8b21614575664899e","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Fontimonas"
"802b1c416d1e498958b29324992be114","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Phytohabitans"
"0f79bee0cc9d12f7726d6d29949b1b98","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter"
"5ea08cac53e3e8f46e8af70d351921c0","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus"
"87d90e43e707c989e007af507120cadf","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"c2844300a416b888bee6b0c2518d82c7","Bacteria","Chloroflexi",NA,NA,NA,NA
"634b46c4fe9c695efea24fb9ddc13c01","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"f22c1a7f9260e58e8c7ff5ae82372b2d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS",NA
"8d3769e83dbea92031bd07f42140431c","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"6e19159650067d4e6a267f7545efd05a","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"2c84e621ab21cd069e56da687ad50517","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA
"5f9fc0edb9a09b27cbce1df046fb3a7b","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"1ff7b6431132b59bf056e3f8f9fe9915","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"81940d4fb72a4f76faad5cc465b1dd30","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tepidimicrobium"
"1babe0e66fc53215166abdda3d827667","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"affb1a4a88bb223de84c0d180fdc3389","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"34e467df919d3215659d8aa05af0b289","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Longispora"
"31a577ba5e14e40cfea381e22105f288","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"ff372e5f7888624452e2a887378ca956","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"3df86efb917ec97e2e180acd26c0a785","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA
"5cdabbfd8720f71db3312b7f45093faa","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"4900a0715297c032d6f1baa741e3a775","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"355539572576f025162100181f88e311","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6",NA
"92c6a5ec46fb0ca1f7759c659d7324c4","Bacteria",NA,NA,NA,NA,NA
"0fde75b8ef06213ceaf05b160a65b2d6","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"bec7d82050a40f026d15dfa9b4628740","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Oikopleura"
"2a514cf1e31e0fca4d60e29e8b845710","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"a4a429e9e2e0feae6f67d9774a56c88e","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera"
"a7516b9d427f1ab5ac46147fb36ed9b7","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae",NA
"61947731ea69df723ef6eb1185b75ed3","Bacteria","Acidobacteriota","Acidobacteriae","Paludibaculum",NA,NA
"23703ed01e3118cc099ba3d0c08c13b7","Bacteria","NB1-j",NA,NA,NA,NA
"3047401e0a24f23c05117285e95c05d6","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"b35205e39382dc0d6ef7bb56ba1f5781","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade"
"900645e317d6fc228a0381e259f758c2","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"fe95f49ef9f9b3cbb54326f63e59d9af","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"db0d1dfdf720cfa63665da62ddff8d9f","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"2d286863532827b9cb938f6b67564588","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"faa3740e32470a469ffe32f4980db64d","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"f97193e80d722f13e68ef67827975637","Bacteria","Firmicutes","Limnochordia","MBA03",NA,NA
"1879d049b9d55c1d1f8f60ddae7e8911","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"c1f73aeecae8321fdefafe1b250b5bb5","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"9875e77c41e90d9e37405f365e07f2d1","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"693ac5468b1737ee565b99481ddbda96","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"f28b59c908f121cf88c297401ccb0e88","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Amb-16S-1323",NA
"7828fbbefe2ca0615d9853bd6a4d1307","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"2e04460cd38125daf5c74dc03538294c","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"5be07c9812a5ce4753a910971a4d90a5","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"58637caa245eefa1bf4406be7921fc65","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"1bb7c825c10d750c9b55dfe56175162e","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"d4f9b5217a47fb12f309743f8b6910f1","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"ff29adcf8c370533a3ed0be9e54d264a","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"124391b8a32705d49d3732f4d3bb1a9c","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae",NA
"9be5d609217f290a943738fbf8bac950","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microcella"
"9c672fd3de1375f92658cdec73b8d9d0","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"fd980a2924b94c4823330a78528663df","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"3496664f6c77e2f5a92741be27a0fce9","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4705280dfca65dfbbd19216ecbc1bf2f","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitalea"
"f52340e4b63d71de4264dc0ec32bae21","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA
"4055c281927e883b20253ea0aaaae33e","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"56ee2406281a6385d144d549a121adbc","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"f5861eccd677c3b21b1247e296eb1380","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"f5be6bfaf039837284620e51ff493a6d","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"ba4ec3f587ce873cd373319fdf0eebf0","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"79714928711c758fe2a72eae1f5b9ddd","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales",NA,NA
"f60e1ecdc52412f4a8733e89855b0022","Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA
"ef5512473d23264ad6c596760121c045","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"c6ef44aadd4b23f5214c66e4d38b1991","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"2e994be159fd3ed6784b21e22c45fe20","Bacteria","Latescibacterota",NA,NA,NA,NA
"3bd84c6509b08edbd9185cd1b313d3b5","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"970eb22520548bf9cd3de83e0b3ee6c0","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"bf8152689e600c4f618f1da7f94da909","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"d3e0a641029db1beb07dcd3004becf0b","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"577c9bf8c961f7ae0d84e47809e37e27","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"19a7b1719d8d888423ea3c1b07d3ea86","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"e9555181cb3176ce0249bf944fc6fbfd","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae",NA
"33ba2dc9dda20f1830cb8e29bd1e5230","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"333b52987aa882671f9d3f4d8cc38a6b","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","HN-HF0106"
"8f71edc753a792853ca27a7ec56e02e8","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus"
"f3f0c9b86a4569c23cbb31f08e5610a2","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae","Caldicoprobacter"
"777a323e87660177c918c04792474d18","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"013b775bc8a9813a9dba3a35f1fa407e","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae",NA
"0021447784790929625fc14245d18124","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae",NA
"2fb754d27fc6ed2676feafc6d597cf03","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"3a9bb07ac91a7fb935e51c48e391f6aa","Bacteria","Myxococcota","Polyangia","Nannocystales","Nannocystaceae","Nannocystis"
"d75f35c914963c2052507652cc0eeefc","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis"
"422939bd47b6418c7f69c9de42ad917d","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
