"taxon" "lfc_MicrocompartmentPhyllosphere" "lfc_MicrocompartmentRhizosphere" "lfc_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "se_MicrocompartmentPhyllosphere" "se_MicrocompartmentRhizosphere" "se_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "W_MicrocompartmentPhyllosphere" "W_MicrocompartmentRhizosphere" "W_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "p_MicrocompartmentPhyllosphere" "p_MicrocompartmentRhizosphere" "p_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "q_MicrocompartmentPhyllosphere" "q_MicrocompartmentRhizosphere" "q_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "diff_MicrocompartmentPhyllosphere" "diff_MicrocompartmentRhizosphere" "diff_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere" "passed_ss_MicrocompartmentPhyllosphere" "passed_ss_MicrocompartmentRhizosphere" "passed_ss_MicrocompartmentRhizosphere_MicrocompartmentPhyllosphere"
"1" "[Rhizobium] sphaerophysae group" -1.74183074501658 -1.32771807675945 0.414112668257128 0.350252444229518 0.375655420124754 0.363308464435617 -4.97307234742713 -3.53440415239722 1.13983765531154 3.27412569854742e-05 0.00149502824302446 0.264365145389892 0.00015646701202606 0.00564955396358993 0.734642841209096 TRUE TRUE FALSE TRUE FALSE TRUE
"2" "Abditibacterium" 0.202726221764374 -0.443354528700302 -0.646080750464675 0.322088153749339 0.359132161598166 0.351941813297468 0.629412225828531 -1.23451635945759 -1.83576013435663 1 1 1 1 1 1 FALSE FALSE FALSE TRUE TRUE TRUE
"3" "Achromobacter" -0.920138103751975 -0.492951763252691 0.427186340499284 0.421073066244892 0.472021538579585 0.418203476922472 -2.18522194249497 -1.04434167291622 1.02147964823946 1 1 1 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE
"4" "Acidibacter" 1.97848103387061 1.92253912437121 -0.0559419094994007 0.328837127132785 0.317226379248496 0.391477343134558 6.01659870684766 6.06046423038864 -0.142899481874159 1.17049631216845e-06 1.0332513374298e-06 0.887294361732408 4.42318204397322e-06 4.42318204397322e-06 1 TRUE TRUE FALSE FALSE TRUE FALSE
"5" "Acinetobacter" -2.53251216917977 2.27654557918446 4.80905774836422 0.672345410427593 0.795005471376211 0.691366461773055 -3.7666832105973 2.86355963719796 6.9558736419338 0.00100233035362377 0.00878350841369915 4.32840524774046e-07 0.00378770063278931 0.024408442978772 2.06849919125687e-06 TRUE TRUE TRUE TRUE FALSE FALSE
"6" "Actinomadura" -1.10145466658482 -1.88771186550559 -0.786257198920771 0.340855400198845 0.3428510466413 0.34817990181478 -3.23144261743328 -5.50592417318932 -2.25819237360527 0.014422901590048 0.0009008689642727 0.058487098353026 0.0545026230940509 0.00430515771368512 0.162529474317705 FALSE TRUE FALSE TRUE FALSE FALSE
"7" "Actinophytocola" 0.39144506328551 1.07547570143115 0.684030638145644 0.33451873757275 0.360174754685603 0.346054388355502 1.17017380289611 2.98598301918728 1.97665644812728 1 1 1 1 1 1 FALSE FALSE FALSE TRUE FALSE TRUE
"8" "Actinoplanes" -1.24923189814707 -2.50276484249113 -1.25353294434407 0.338385572337105 0.341947688569877 0.364419059166707 -3.6917410205142 -7.31914537266918 -3.43981170252302 0.00271242582092355 5.83892972401349e-06 0.00439321320473317 0.0102499709413795 2.79036289825971e-05 0.0122082758905399 TRUE TRUE TRUE FALSE FALSE FALSE
"9" "Adhaeribacter" 0.696680497219513 1.49674292896728 0.800062431747764 0.313387606771133 0.349221204940169 0.37102753700761 2.22306333169167 4.28594514821547 2.15634245964701 0.0373223857406958 0.00032793189534974 0.0428030088622482 0.118945044727755 0.001567151921998 0.118945044727755 FALSE TRUE FALSE FALSE TRUE FALSE
"10" "ADurb.Bin063-1" 1.63786457913258 1.62154614459351 -0.0163184345390741 0.312003792480387 0.329319595964867 0.339371128425221 5.24950214903411 4.92392850125596 -0.048084333557767 0.000122958505915201 0.000224067501773784 0.962328259329403 0.00058760572424802 0.000846727443888871 1 TRUE TRUE FALSE TRUE TRUE TRUE
