"taxon" "structural_zero (Microcompartment = Endosphere)" "structural_zero (Microcompartment = Phyllosphere)" "structural_zero (Microcompartment = Rhizosphere)"
"538" "Persicitalea" TRUE TRUE FALSE
"539" "Phaeodactylibacter" FALSE FALSE FALSE
"540" "Phaselicystis" FALSE FALSE FALSE
"541" "Phenylobacterium" TRUE FALSE FALSE
"542" "Phreatobacter" TRUE FALSE TRUE
"543" "Phyllobacterium" FALSE FALSE FALSE
"544" "Phytohabitans" TRUE FALSE TRUE
"545" "Phytomonospora" FALSE TRUE TRUE
"546" "Pigmentiphaga" FALSE TRUE TRUE
"547" "Pilimelia" FALSE FALSE FALSE
"548" "Pir4 lineage" FALSE FALSE FALSE
"549" "Pirellula" FALSE FALSE FALSE
"550" "Piscinibacter" FALSE FALSE FALSE
"551" "Planctomicrobium" FALSE FALSE FALSE
"552" "Planctopirus" TRUE FALSE FALSE
"553" "Planifilum" FALSE FALSE FALSE
"554" "Planomicrobium" FALSE FALSE FALSE
"555" "Planosporangium" TRUE FALSE TRUE
"556" "Plantactinospora" TRUE FALSE FALSE
"557" "Polaromonas" FALSE FALSE FALSE
"558" "Polyangium" FALSE FALSE FALSE
"559" "Polycyclovorans" FALSE FALSE FALSE
"560" "Pontibaca" TRUE FALSE TRUE
"561" "Pontibacter" FALSE FALSE FALSE
"562" "Porphyrobacter" TRUE FALSE FALSE
"563" "Porphyromonas" FALSE FALSE TRUE
"564" "Portibacter" TRUE FALSE TRUE
"565" "Porticoccus" TRUE FALSE FALSE
"566" "possible genus 04" TRUE FALSE FALSE
"567" "Povalibacter" FALSE FALSE FALSE
"568" "Pricia" TRUE FALSE TRUE
"569" "Procabacter" TRUE TRUE FALSE
"570" "Promicromonospora" TRUE FALSE FALSE
"571" "Proteiniborus" FALSE FALSE FALSE
"572" "Pseudaminobacter" FALSE FALSE FALSE
"573" "Pseudarthrobacter" FALSE FALSE FALSE
"574" "Pseudenhygromyxa" FALSE FALSE FALSE
"575" "Pseudobacteriovorax" FALSE TRUE TRUE
"576" "Pseudobacteroides" TRUE FALSE TRUE
"577" "Pseudoclavibacter" TRUE FALSE FALSE
"578" "Pseudoclostridium" TRUE FALSE FALSE
"579" "Pseudoduganella" FALSE FALSE FALSE
"580" "Pseudoflavitalea" TRUE FALSE FALSE
"581" "Pseudogracilibacillus" FALSE FALSE FALSE
"582" "Pseudohongiella" FALSE FALSE FALSE
"583" "Pseudolabrys" FALSE FALSE FALSE
"584" "Pseudomonas" FALSE FALSE FALSE
"585" "Pseudonocardia" FALSE FALSE FALSE
"586" "Pseudopelobacter" TRUE FALSE TRUE
"587" "Pseudorhizobium" FALSE FALSE FALSE
"588" "Pseudorhodoferax" TRUE FALSE FALSE
"589" "Pseudorhodoplanes" TRUE FALSE FALSE
"590" "Pseudoxanthobacter" TRUE FALSE TRUE
"591" "Pseudoxanthomonas" FALSE FALSE FALSE
"592" "Psychrobacillus" FALSE FALSE FALSE
"593" "Psychrobacter" TRUE TRUE FALSE
"594" "Psychroglaciecola" TRUE FALSE FALSE
"595" "Puia" FALSE FALSE FALSE
"596" "Pullulanibacillus" FALSE FALSE FALSE
"597" "Pyxidicoccus" TRUE TRUE FALSE
"598" "Qipengyuania" FALSE FALSE FALSE
"599" "Ramlibacter" FALSE FALSE FALSE
"600" "RB41" FALSE FALSE FALSE
"601" "Reyranella" FALSE FALSE FALSE
"602" "Rhabdanaerobium" FALSE FALSE FALSE
"603" "Rheinheimera" FALSE FALSE FALSE
"604" "Rhizobacter" TRUE FALSE FALSE
"605" "Rhizocola" FALSE FALSE FALSE
"606" "Rhizorhapis" FALSE FALSE FALSE
"607" "Rhodanobacter" FALSE FALSE FALSE
"608" "Rhodobaca" TRUE FALSE TRUE
"609" "Rhodobacter" TRUE FALSE FALSE
"610" "Rhodococcus" FALSE FALSE FALSE
"611" "Rhodocytophaga" FALSE FALSE FALSE
"612" "Rhodoferax" TRUE FALSE FALSE
"613" "Rhodomicrobium" FALSE FALSE FALSE
"614" "Rhodonellum" TRUE TRUE FALSE
"615" "Rhodopila" TRUE FALSE TRUE
"616" "Rhodopirellula" FALSE FALSE TRUE
"617" "Rhodoplanes" FALSE FALSE FALSE
"618" "Rhodopseudomonas" TRUE FALSE FALSE
"619" "Rhodovastum" TRUE FALSE TRUE
"620" "Rickettsia" TRUE FALSE FALSE
"621" "Rickettsiella" TRUE FALSE FALSE
"622" "Risungbinella" FALSE FALSE FALSE
"623" "Romboutsia" FALSE FALSE FALSE
"624" "Roseateles" TRUE FALSE TRUE
"625" "Roseimicrobium" TRUE FALSE TRUE
"626" "Roseisolibacter" TRUE FALSE TRUE
"627" "Roseomonas" FALSE FALSE FALSE
"628" "Rubrivirga" TRUE TRUE FALSE
"629" "Rubrobacter" FALSE FALSE FALSE
"630" "Rudanella" FALSE TRUE TRUE
"631" "Rugamonas" FALSE TRUE TRUE
"632" "Rugosimonospora" TRUE FALSE TRUE
"633" "Ruminiclostridium" FALSE FALSE FALSE
"634" "Ruminococcus" FALSE FALSE TRUE
"635" "Rummeliibacillus" FALSE FALSE FALSE
"636" "Rurimicrobium" FALSE FALSE FALSE
"637" "Saccharibacillus" TRUE FALSE TRUE
"638" "Saccharomonospora" FALSE FALSE FALSE
"639" "Saccharopolyspora" TRUE FALSE FALSE
"640" "Salana" TRUE TRUE FALSE
"641" "Salinimicrobium" FALSE FALSE FALSE
"642" "Salinirepens" FALSE FALSE FALSE
"643" "Salinispira" TRUE FALSE TRUE
"644" "Salinispora" FALSE FALSE FALSE
"645" "Salipaludibacillus" FALSE FALSE FALSE
"646" "Sandaracinus" FALSE FALSE FALSE
"647" "Sanguibacter-Flavimobilis" TRUE FALSE FALSE
"648" "Sedimentibacter" FALSE FALSE FALSE
"649" "Sediminibacterium" TRUE TRUE FALSE
"650" "SEEP-SRB4" TRUE FALSE TRUE
"651" "Segetibacter" TRUE FALSE TRUE
"652" "Seinonella" TRUE FALSE FALSE
"653" "SH-PL14" FALSE FALSE FALSE
"654" "Shimazuella" FALSE FALSE FALSE
"655" "Shinella" FALSE FALSE FALSE
"656" "Silvanigrella" FALSE FALSE FALSE
"657" "Singulisphaera" TRUE FALSE TRUE
"658" "Sinibacillus" FALSE FALSE FALSE
"659" "Skermanella" FALSE FALSE FALSE
"660" "SM1A02" FALSE FALSE FALSE
"661" "Solibacillus" FALSE FALSE FALSE
"662" "Solirubrobacter" FALSE FALSE FALSE
"663" "Solitalea" FALSE FALSE FALSE
"664" "Sorangium" TRUE FALSE FALSE
"665" "Sphaerimonospora" TRUE FALSE FALSE
"666" "Sphaerisporangium" TRUE FALSE FALSE
"667" "Sphingoaurantiacus" FALSE TRUE FALSE
"668" "Sphingobacterium" FALSE FALSE FALSE
"669" "Sphingobium" FALSE FALSE FALSE
"670" "Sphingomonas" FALSE FALSE FALSE
"671" "Sphingopyxis" FALSE FALSE FALSE
"672" "Sphingorhabdus" FALSE TRUE FALSE
"673" "Spirillospora" TRUE TRUE FALSE
"674" "Spirochaeta" TRUE FALSE TRUE
"675" "Spirochaeta 2" TRUE FALSE FALSE
"676" "Spirosoma" FALSE TRUE TRUE
"677" "Sporacetigenium" TRUE FALSE FALSE
"678" "Sporobacter" TRUE FALSE FALSE
"679" "Sporocytophaga" FALSE FALSE FALSE
"680" "Sporosarcina" TRUE FALSE FALSE
"681" "Stackebrandtia" TRUE FALSE FALSE
"682" "Staphylococcus" FALSE FALSE FALSE
"683" "Stella" TRUE FALSE FALSE
"684" "Stenotrophobacter" TRUE FALSE TRUE
"685" "Stenotrophomonas" FALSE FALSE FALSE
"686" "Steroidobacter" FALSE FALSE FALSE
"687" "Streptacidiphilus" TRUE TRUE FALSE
"688" "Streptococcus" FALSE FALSE FALSE
"689" "Streptomyces" FALSE FALSE FALSE
"690" "Streptosporangium" TRUE FALSE FALSE
"691" "Subgroup 10" FALSE FALSE FALSE
"692" "Sulfurifustis" TRUE FALSE FALSE
"693" "Sulfurovum" TRUE FALSE TRUE
"694" "Sva0996 marine group" TRUE TRUE FALSE
"695" "SWB02" FALSE FALSE FALSE
"696" "Symbiobacterium" FALSE FALSE FALSE
"697" "Syntrophomonas" TRUE FALSE FALSE
"698" "SZB85" TRUE FALSE FALSE
"699" "Tabrizicola" TRUE FALSE FALSE
"700" "Taeseokella" TRUE FALSE FALSE
"701" "Tahibacter" FALSE TRUE FALSE
"702" "Taibaiella" FALSE FALSE FALSE
"703" "Tardiphaga" TRUE FALSE FALSE
"704" "Tepidimicrobium" FALSE FALSE FALSE
"705" "Tepidimonas" TRUE FALSE TRUE
"706" "Terrabacter" TRUE FALSE FALSE
"707" "Terribacillus" FALSE FALSE FALSE
"708" "Terrimicrobium" TRUE FALSE TRUE
"709" "Terrimonas" FALSE FALSE FALSE
"710" "Terrisporobacter" TRUE FALSE TRUE
"711" "Tersicoccus" FALSE FALSE FALSE
"712" "Thalassobaculum" FALSE FALSE FALSE
"713" "Thermasporomyces" TRUE FALSE FALSE
"714" "Thermincola" TRUE FALSE FALSE
"715" "Thermoactinomyces" FALSE FALSE FALSE
"716" "Thermoanaerobacterium" TRUE FALSE TRUE
"717" "Thermobacillus" FALSE FALSE FALSE
"718" "Thermobifida" FALSE FALSE FALSE
"719" "Thermobispora" FALSE FALSE FALSE
"720" "Thermocatellispora" TRUE TRUE FALSE
"721" "Thermoclostridium" FALSE FALSE FALSE
"722" "Thermoflavimicrobium" FALSE FALSE FALSE
"723" "Thermomonas" FALSE FALSE FALSE
"724" "Thermomonospora" FALSE FALSE FALSE
"725" "Thermopolyspora" FALSE FALSE FALSE
"726" "Thermostaphylospora" TRUE FALSE FALSE
"727" "Thioalkalispira-Sulfurivermis" TRUE FALSE TRUE
"728" "Thiobacillus" TRUE FALSE TRUE
"729" "Thioclava" TRUE FALSE TRUE
"730" "Tissierella" TRUE FALSE FALSE
"731" "TM7a" FALSE FALSE FALSE
"732" "Trichococcus" TRUE FALSE TRUE
"733" "Truepera" FALSE FALSE FALSE
"734" "Tuberibacillus" FALSE FALSE FALSE
"735" "Tumebacillus" FALSE FALSE FALSE
"736" "Turicibacter" TRUE FALSE FALSE
"737" "Turneriella" FALSE FALSE FALSE
"738" "TX1A-55" TRUE FALSE TRUE
"739" "UBA6140" FALSE FALSE FALSE
"740" "UCG-012" FALSE FALSE FALSE
"741" "Ureibacillus" FALSE FALSE FALSE
"742" "UTBCD1" FALSE FALSE FALSE
"743" "Variovorax" TRUE FALSE FALSE
"744" "Verrucosispora" TRUE FALSE FALSE
"745" "Vicingus" FALSE FALSE FALSE
"746" "Virgibacillus" TRUE FALSE FALSE
"747" "Virgisporangium" TRUE FALSE FALSE
"748" "Viridibacillus" TRUE FALSE TRUE
"749" "Vitellibacter" FALSE FALSE FALSE
"750" "Vitiosangium" TRUE TRUE FALSE
"751" "Vogesella" TRUE FALSE FALSE
"752" "Vulgatibacter" FALSE FALSE FALSE
"753" "Waddlia" FALSE FALSE FALSE
"754" "wb1-P19" TRUE TRUE FALSE
"755" "WCHB1-32" TRUE FALSE FALSE
"756" "Weeksella" TRUE FALSE TRUE
"757" "Williamsia" TRUE FALSE FALSE
"758" "Woeseia" FALSE FALSE FALSE
"759" "Xanthomonas" TRUE FALSE TRUE
"760" "Xylanibacillus" TRUE FALSE TRUE
"761" "Xylophilus" FALSE FALSE FALSE
"762" "YC-ZSS-LKJ147" FALSE FALSE FALSE
"763" "Youhaiella" TRUE TRUE FALSE
"764" "Zavarzinella" TRUE TRUE FALSE
"765" "ZOR0006" TRUE FALSE TRUE
